RecommendationID,ProductID,MaterialID,RankingScore,CO2ImpactIndex,CostEfficiencyIndex,MaterialSuitabilityScore,RecommendationReason,MaterialName,MaterialType,StrengthRating,WeightCapacity_KG,BiodegradabilityScore,BiodegradationTime_Months,CO2_Emissions_KG_Per_Ton,RecyclabilityPercentage,CostPerKG_USD,Durability_Months,ChemicalResistance,MoistureBarrier,OxygenBarrier,CompostableStatus,SupplierAvailability,CompatibleProducts,ScaleRating,InnovationLevel,RegulationCompliance,ProductName,ProductCategory,Weight_KG,RequiredStrength_Level,FragilityLevel,MoistureRequired,OxygenSensitivity,ShippingDistance_KM,ShelfLife_Months,PreferredBiodegradable,PreferredRecyclable,MaxBudgetPerUnit_USD,strength_gap,moisture_gap,oxygen_gap,estimated_cost_per_unit_usd,budget_gap,estimated_co2_per_unit_kg,is_strength_insufficient,is_moisture_insufficient,is_oxygen_insufficient,is_over_budget,preference_alignment
382,77,15,80.36,90.35,100.0,58.13,Meets strength requirements; Cost within budget; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Paneer Cubes 200g,Chilled & Fresh,0.2,4,3,8,7,500,1.0,1,1,0.35,5.0,0.0,0.0,0.06999999999999999,0.27999999999999997,0.10620000000000002,0,0,0,0,1.0
383,77,40,79.21,79.75,79.65,78.47,Meets strength requirements; Satisfies barrier needs; Cost within budget,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Paneer Cubes 200g,Chilled & Fresh,0.2,4,3,8,7,500,1.0,1,1,0.35,6.0,2.0,3.0,0.30000000000000004,0.04999999999999993,0.19,0,0,0,0,1.0
384,77,1,76.0,86.08,98.23,51.78,Meets strength requirements; Cost within budget; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Paneer Cubes 200g,Chilled & Fresh,0.2,4,3,8,7,500,1.0,1,1,0.35,4.0,0.0,0.0,0.09000000000000001,0.25999999999999995,0.13999999999999999,0,0,0,0,1.0
385,77,13,73.86,86.84,94.69,48.52,Meets strength requirements; Cost within budget; Biodegradable option,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Paneer Cubes 200g,Chilled & Fresh,0.2,4,3,8,7,500,1.0,1,1,0.35,4.0,-1.0,-1.0,0.13,0.21999999999999997,0.134,0,1,1,0,1.0
386,78,19,80.87,98.73,84.96,64.42,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Fresh Curd 500g,Chilled & Fresh,0.5,4,3,8,7,300,0.5,1,1,0.3,6.0,1.0,3.0,0.6,-0.3,0.1,0,0,0,1,1.0
387,78,15,80.36,90.35,100.0,58.13,Meets strength requirements; Cost within budget; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Fresh Curd 500g,Chilled & Fresh,0.5,4,3,8,7,300,0.5,1,1,0.3,5.0,0.0,0.0,0.175,0.125,0.2655,0,0,0,0,1.0
388,78,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Fresh Curd 500g,Chilled & Fresh,0.5,4,3,8,7,300,0.5,1,1,0.3,6.0,2.0,3.0,0.75,-0.45,0.475,0,0,0,1,1.0
389,78,1,73.38,86.08,98.23,45.21,Meets strength requirements; Cost within budget; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Fresh Curd 500g,Chilled & Fresh,0.5,4,3,8,7,300,0.5,1,1,0.3,4.0,0.0,0.0,0.225,0.07499999999999998,0.35,0,0,0,0,1.0
390,78,4,68.97,82.94,89.38,43.18,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled PET (rPET),Plastic,8.0,25.0,20.0,1000.0,824.0,70.0,0.95,36.0,8.0,9.0,8.0,No,High,"Beverages, Food, General",9.0,4.0,"EU, FDA",Fresh Curd 500g,Chilled & Fresh,0.5,4,3,8,7,300,0.5,1,1,0.3,4.0,1.0,1.0,0.475,-0.175,0.412,0,0,0,1,1.0
391,79,15,80.84,90.35,100.0,59.32,Meets strength requirements; Cost within budget; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Fresh Spinach Bunch 250g,Fresh Produce,0.25,3,4,8,8,50,0.25,1,0,0.15,6.0,0.0,-1.0,0.0875,0.0625,0.13275,0,0,1,0,0.5
392,79,19,78.97,98.73,84.96,59.67,Meets strength requirements; Satisfies barrier needs; Low carbon footprint,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Fresh Spinach Bunch 250g,Fresh Produce,0.25,3,4,8,8,50,0.25,1,0,0.15,7.0,1.0,2.0,0.3,-0.15,0.05,0,0,0,1,0.5
393,79,40,75.82,79.75,79.65,70.0,Meets strength requirements; Satisfies barrier needs; Low carbon footprint,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Fresh Spinach Bunch 250g,Fresh Produce,0.25,3,4,8,8,50,0.25,1,0,0.15,7.0,2.0,2.0,0.375,-0.225,0.2375,0,0,0,1,0.5
394,79,1,74.15,86.08,98.23,47.15,Meets strength requirements; Cost within budget; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Fresh Spinach Bunch 250g,Fresh Produce,0.25,3,4,8,8,50,0.25,1,0,0.15,5.0,0.0,-1.0,0.1125,0.03749999999999999,0.175,0,0,1,0,0.5
395,79,9,69.72,92.41,100.0,30.0,Cost within budget; Biodegradable option; Low carbon footprint,Starch-Based Peanuts (Loose-fill),Starch-Based,2.0,0.5,99.0,0.25,450.0,0.0,0.35,2.0,1.0,1.0,1.0,Home,Medium,"Electronics, Fragile Items",8.0,7.0,"EU, FDA",Fresh Spinach Bunch 250g,Fresh Produce,0.25,3,4,8,8,50,0.25,1,0,0.15,-1.0,-7.0,-7.0,0.0875,0.0625,0.1125,1,1,1,0,0.5
396,80,19,78.97,98.73,84.96,59.67,Meets strength requirements; Satisfies barrier needs; Low carbon footprint,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Fresh Tomatoes 1kg,Fresh Produce,1.0,4,4,8,8,50,0.25,1,0,0.2,6.0,1.0,2.0,1.2,-1.0,0.2,0,0,0,1,0.5
397,80,40,75.82,79.75,79.65,70.0,Meets strength requirements; Satisfies barrier needs; Low carbon footprint,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Fresh Tomatoes 1kg,Fresh Produce,1.0,4,4,8,8,50,0.25,1,0,0.2,6.0,2.0,2.0,1.5,-1.3,0.95,0,0,0,1,0.5
398,80,15,72.6,90.35,100.0,38.73,Meets strength requirements; Biodegradable option; Low carbon footprint,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Fresh Tomatoes 1kg,Fresh Produce,1.0,4,4,8,8,50,0.25,1,0,0.2,5.0,0.0,-1.0,0.35,-0.14999999999999997,0.531,0,0,1,1,0.5
399,80,1,68.88,86.08,98.23,33.96,Meets strength requirements; Biodegradable option; Low carbon footprint,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Fresh Tomatoes 1kg,Fresh Produce,1.0,4,4,8,8,50,0.25,1,0,0.2,4.0,0.0,-1.0,0.45,-0.25,0.7,0,0,1,1,0.5
400,80,13,67.82,86.84,94.69,33.4,Meets strength requirements; Biodegradable option; Low carbon footprint,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Fresh Tomatoes 1kg,Fresh Produce,1.0,4,4,8,8,50,0.25,1,0,0.2,4.0,-1.0,-2.0,0.65,-0.45,0.67,0,1,1,1,0.5
401,81,19,80.97,98.73,84.96,64.67,Meets strength requirements; Satisfies barrier needs; Low carbon footprint,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Fresh Onions 1kg,Fresh Produce,1.0,4,3,6,6,200,1.0,1,0,0.18,6.0,3.0,4.0,1.2,-1.02,0.2,0,0,0,1,0.5
402,81,15,78.1,90.35,100.0,52.48,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Fresh Onions 1kg,Fresh Produce,1.0,4,3,6,6,200,1.0,1,0,0.18,5.0,2.0,1.0,0.35,-0.16999999999999998,0.531,0,0,0,1,0.5
403,81,40,75.82,79.75,79.65,70.0,Meets strength requirements; Satisfies barrier needs; Low carbon footprint,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Fresh Onions 1kg,Fresh Produce,1.0,4,3,6,6,200,1.0,1,0,0.18,6.0,4.0,4.0,1.5,-1.32,0.95,0,0,0,1,0.5
404,81,1,74.38,86.08,98.23,47.71,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Fresh Onions 1kg,Fresh Produce,1.0,4,3,6,6,200,1.0,1,0,0.18,4.0,2.0,1.0,0.45,-0.27,0.7,0,0,0,1,0.5
405,81,4,70.57,82.94,89.38,47.18,Meets strength requirements; Satisfies barrier needs; Low carbon footprint,Recycled PET (rPET),Plastic,8.0,25.0,20.0,1000.0,824.0,70.0,0.95,36.0,8.0,9.0,8.0,No,High,"Beverages, Food, General",9.0,4.0,"EU, FDA",Fresh Onions 1kg,Fresh Produce,1.0,4,3,6,6,200,1.0,1,0,0.18,4.0,3.0,2.0,0.95,-0.77,0.824,0,0,0,1,0.5
406,82,19,80.97,98.73,84.96,64.67,Meets strength requirements; Satisfies barrier needs; Low carbon footprint,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Fresh Potatoes 1kg,Fresh Produce,1.0,4,3,6,6,200,2.0,1,0,0.18,6.0,3.0,4.0,1.2,-1.02,0.2,0,0,0,1,0.5
407,82,15,78.1,90.35,100.0,52.48,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Fresh Potatoes 1kg,Fresh Produce,1.0,4,3,6,6,200,2.0,1,0,0.18,5.0,2.0,1.0,0.35,-0.16999999999999998,0.531,0,0,0,1,0.5
408,82,40,75.82,79.75,79.65,70.0,Meets strength requirements; Satisfies barrier needs; Low carbon footprint,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Fresh Potatoes 1kg,Fresh Produce,1.0,4,3,6,6,200,2.0,1,0,0.18,6.0,4.0,4.0,1.5,-1.32,0.95,0,0,0,1,0.5
409,82,1,74.38,86.08,98.23,47.71,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Fresh Potatoes 1kg,Fresh Produce,1.0,4,3,6,6,200,2.0,1,0,0.18,4.0,2.0,1.0,0.45,-0.27,0.7,0,0,0,1,0.5
410,82,4,70.57,82.94,89.38,47.18,Meets strength requirements; Satisfies barrier needs; Low carbon footprint,Recycled PET (rPET),Plastic,8.0,25.0,20.0,1000.0,824.0,70.0,0.95,36.0,8.0,9.0,8.0,No,High,"Beverages, Food, General",9.0,4.0,"EU, FDA",Fresh Potatoes 1kg,Fresh Produce,1.0,4,3,6,6,200,2.0,1,0,0.18,4.0,3.0,2.0,0.95,-0.77,0.824,0,0,0,1,0.5
411,83,19,80.97,98.73,84.96,64.67,Meets strength requirements; Satisfies barrier needs; Low carbon footprint,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Fresh Apples 1kg,Fresh Produce,1.0,4,3,6,6,200,1.0,1,0,0.35,6.0,3.0,4.0,1.2,-0.85,0.2,0,0,0,1,0.5
412,83,15,78.1,90.35,100.0,52.48,Meets strength requirements; Satisfies barrier needs; Cost within budget,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Fresh Apples 1kg,Fresh Produce,1.0,4,3,6,6,200,1.0,1,0,0.35,5.0,2.0,1.0,0.35,0.0,0.531,0,0,0,0,0.5
413,83,40,75.82,79.75,79.65,70.0,Meets strength requirements; Satisfies barrier needs; Low carbon footprint,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Fresh Apples 1kg,Fresh Produce,1.0,4,3,6,6,200,1.0,1,0,0.35,6.0,4.0,4.0,1.5,-1.15,0.95,0,0,0,1,0.5
414,83,1,74.38,86.08,98.23,47.71,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Fresh Apples 1kg,Fresh Produce,1.0,4,3,6,6,200,1.0,1,0,0.35,4.0,2.0,1.0,0.45,-0.10000000000000003,0.7,0,0,0,1,0.5
415,83,4,70.57,82.94,89.38,47.18,Meets strength requirements; Satisfies barrier needs; Low carbon footprint,Recycled PET (rPET),Plastic,8.0,25.0,20.0,1000.0,824.0,70.0,0.95,36.0,8.0,9.0,8.0,No,High,"Beverages, Food, General",9.0,4.0,"EU, FDA",Fresh Apples 1kg,Fresh Produce,1.0,4,3,6,6,200,1.0,1,0,0.35,4.0,3.0,2.0,0.95,-0.6,0.824,0,0,0,1,0.5
416,84,19,80.97,98.73,84.96,64.67,Meets strength requirements; Satisfies barrier needs; Low carbon footprint,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Fresh Bananas 1kg,Fresh Produce,1.0,3,3,6,6,200,0.5,1,0,0.25,7.0,3.0,4.0,1.2,-0.95,0.2,0,0,0,1,0.5
417,84,15,78.34,90.35,100.0,53.07,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Fresh Bananas 1kg,Fresh Produce,1.0,3,3,6,6,200,0.5,1,0,0.25,6.0,2.0,1.0,0.35,-0.09999999999999998,0.531,0,0,0,1,0.5
418,84,40,75.82,79.75,79.65,70.0,Meets strength requirements; Satisfies barrier needs; Low carbon footprint,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Fresh Bananas 1kg,Fresh Produce,1.0,3,3,6,6,200,0.5,1,0,0.25,7.0,4.0,4.0,1.5,-1.25,0.95,0,0,0,1,0.5
419,84,1,74.85,86.08,98.23,48.9,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Fresh Bananas 1kg,Fresh Produce,1.0,3,3,6,6,200,0.5,1,0,0.25,5.0,2.0,1.0,0.45,-0.2,0.7,0,0,0,1,0.5
420,84,4,71.04,82.94,89.38,48.37,Meets strength requirements; Satisfies barrier needs; Low carbon footprint,Recycled PET (rPET),Plastic,8.0,25.0,20.0,1000.0,824.0,70.0,0.95,36.0,8.0,9.0,8.0,No,High,"Beverages, Food, General",9.0,4.0,"EU, FDA",Fresh Bananas 1kg,Fresh Produce,1.0,3,3,6,6,200,0.5,1,0,0.25,5.0,3.0,2.0,0.95,-0.7,0.824,0,0,0,1,0.5
421,85,15,80.84,90.35,100.0,59.32,Meets strength requirements; Cost within budget; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Fresh Grapes 500g,Fresh Produce,0.5,3,4,8,8,300,0.5,1,0,0.3,6.0,0.0,-1.0,0.175,0.125,0.2655,0,0,1,0,0.5
422,85,19,78.97,98.73,84.96,59.67,Meets strength requirements; Satisfies barrier needs; Low carbon footprint,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Fresh Grapes 500g,Fresh Produce,0.5,3,4,8,8,300,0.5,1,0,0.3,7.0,1.0,2.0,0.6,-0.3,0.1,0,0,0,1,0.5
423,85,40,75.82,79.75,79.65,70.0,Meets strength requirements; Satisfies barrier needs; Low carbon footprint,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Fresh Grapes 500g,Fresh Produce,0.5,3,4,8,8,300,0.5,1,0,0.3,7.0,2.0,2.0,0.75,-0.45,0.475,0,0,0,1,0.5
424,85,1,74.15,86.08,98.23,47.15,Meets strength requirements; Cost within budget; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Fresh Grapes 500g,Fresh Produce,0.5,3,4,8,8,300,0.5,1,0,0.3,5.0,0.0,-1.0,0.225,0.07499999999999998,0.35,0,0,1,0,0.5
425,85,9,69.72,92.41,100.0,30.0,Cost within budget; Biodegradable option; Low carbon footprint,Starch-Based Peanuts (Loose-fill),Starch-Based,2.0,0.5,99.0,0.25,450.0,0.0,0.35,2.0,1.0,1.0,1.0,Home,Medium,"Electronics, Fragile Items",8.0,7.0,"EU, FDA",Fresh Grapes 500g,Fresh Produce,0.5,3,4,8,8,300,0.5,1,0,0.3,-1.0,-7.0,-7.0,0.175,0.125,0.225,1,1,1,0,0.5
426,86,19,83.43,98.73,84.96,70.82,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Packaged Salad Mix 250g,Fresh Produce,0.25,3,4,8,8,300,0.5,1,1,0.4,7.0,1.0,2.0,0.3,0.10000000000000003,0.05,0,0,0,0,1.0
427,86,15,80.6,90.35,100.0,58.72,Meets strength requirements; Cost within budget; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Packaged Salad Mix 250g,Fresh Produce,0.25,3,4,8,8,300,0.5,1,1,0.4,6.0,0.0,-1.0,0.0875,0.3125,0.13275,0,0,1,0,1.0
428,86,40,78.42,79.75,79.65,76.5,Meets strength requirements; Satisfies barrier needs; Cost within budget,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Packaged Salad Mix 250g,Fresh Produce,0.25,3,4,8,8,300,0.5,1,1,0.4,7.0,2.0,2.0,0.375,0.025000000000000022,0.2375,0,0,0,0,1.0
429,86,1,76.41,86.08,98.23,52.8,Meets strength requirements; Cost within budget; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Packaged Salad Mix 250g,Fresh Produce,0.25,3,4,8,8,300,0.5,1,1,0.4,5.0,0.0,-1.0,0.1125,0.28750000000000003,0.175,0,0,1,0,1.0
430,86,13,74.14,86.84,94.69,49.19,Meets strength requirements; Cost within budget; Biodegradable option,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Packaged Salad Mix 250g,Fresh Produce,0.25,3,4,8,8,300,0.5,1,1,0.4,5.0,-1.0,-2.0,0.1625,0.23750000000000002,0.1675,0,1,1,0,1.0
431,87,19,80.87,98.73,84.96,64.42,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Ready Idli Batter 1kg,Chilled & Fresh,1.0,4,3,8,7,300,0.5,1,1,0.45,6.0,1.0,3.0,1.2,-0.75,0.2,0,0,0,1,1.0
432,87,15,80.36,90.35,100.0,58.13,Meets strength requirements; Cost within budget; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Ready Idli Batter 1kg,Chilled & Fresh,1.0,4,3,8,7,300,0.5,1,1,0.45,5.0,0.0,0.0,0.35,0.10000000000000003,0.531,0,0,0,0,1.0
433,87,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Ready Idli Batter 1kg,Chilled & Fresh,1.0,4,3,8,7,300,0.5,1,1,0.45,6.0,2.0,3.0,1.5,-1.05,0.95,0,0,0,1,1.0
434,87,4,68.97,82.94,89.38,43.18,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled PET (rPET),Plastic,8.0,25.0,20.0,1000.0,824.0,70.0,0.95,36.0,8.0,9.0,8.0,No,High,"Beverages, Food, General",9.0,4.0,"EU, FDA",Ready Idli Batter 1kg,Chilled & Fresh,1.0,4,3,8,7,300,0.5,1,1,0.45,4.0,1.0,1.0,0.95,-0.49999999999999994,0.824,0,0,0,1,1.0
435,87,1,68.58,86.08,98.23,33.21,Meets strength requirements; Cost within budget; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Ready Idli Batter 1kg,Chilled & Fresh,1.0,4,3,8,7,300,0.5,1,1,0.45,4.0,0.0,0.0,0.45,0.0,0.7,0,0,0,0,1.0
436,88,19,80.87,98.73,84.96,64.42,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Ready Dosa Batter 1kg,Chilled & Fresh,1.0,4,3,8,7,300,0.5,1,1,0.45,6.0,1.0,3.0,1.2,-0.75,0.2,0,0,0,1,1.0
437,88,15,80.36,90.35,100.0,58.13,Meets strength requirements; Cost within budget; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Ready Dosa Batter 1kg,Chilled & Fresh,1.0,4,3,8,7,300,0.5,1,1,0.45,5.0,0.0,0.0,0.35,0.10000000000000003,0.531,0,0,0,0,1.0
