Material,Product_Name,Shape,Product_Quantity,No_of_Units,Countries_Tags,Cost_Per_Unit_USD,Strength_MPa,Biodegradability,CO2_Emission,Recyclability,Moisture_Barrier,Sustainability_Score,Material_Suitability_Score,Cost_Efficiency_Index,AI_Recommendation,Z_Sustainability_Index,Predicted_Cost,Predicted_CO2,AI_Final_Recommendation,True_Label
Bioplastic (PLA),Orange Juice,Bottle,3000,6,en:france,0.45,55.2,90.8,1.76,56.1,9,47.74,100,1.64,Good Alternative,0.09495234553020662,0.449400000000001,1.8604999999999967,Recommended,Recommended
Aluminum Foil/Can,Frozen Peas,Pouch,100,1,en:uk,0.15,38.0,0.0,8.875,90.4,10,0.0,100,3.33,Avoid,-0.16782531276204005,0.14999999999999947,8.843324999999998,Not Recommended,Not Recommended
Bioplastic (PLA),Frozen Peas,Pouch,7125,12,en:japan,0.47,65.6,91.7,2.3,58.1,9,45.8,100,1.55,Good Alternative,0.11586392681249583,0.46734999999999893,2.0453500000000004,Recommended,Recommended
Aluminum Foil/Can,Frozen Peas,Pouch,1000,1,en:france,0.23,38.3,0.0,8.6,90.7,10,0.0,100,2.17,Avoid,-0.25248001391866587,0.2295499999999993,8.682549999999981,Not Recommended,Not Recommended
Virgin Plastic (PP),Biscuits,Box,6000,12,en:india,0.05,74.3,1.2,5.34,24.0,10,0.0,100,8.877500000000001,Avoid,-0.4030947008328802,0.0471,5.078250000000009,Not Recommended,Not Recommended
Virgin Plastic (PP),Tomato Sauce,Jar,500,1,en:france,0.08,84.1,4.0,4.31,10.9,10,0.0,100,6.25,Avoid,-0.7088660362038803,0.08000000000000006,4.408299999999984,Not Recommended,Not Recommended
Mushroom Mycelium,Orange Juice,Bottle,100,1,en:germany,0.66,15.6,100.0,0.2,100.0,5,64.0,100,0.86,Good Alternative,0.3859995302136682,0.6594499999999986,0.26880000000000026,Recommended,Recommended
Aluminum Foil/Can,Soda Can,Can,100,1,en:germany,0.14,31.0,0.0,8.875,94.8,10,0.0,100,3.57,Avoid,-0.10564061336436413,0.13970000000000035,8.833149999999998,Not Recommended,Not Recommended
Aluminum Foil/Can,Orange Juice,Bottle,600,6,en:japan,0.21,33.2,0.0,8.875,94.4,10,0.0,100,2.38,Avoid,-0.19957005736562916,0.21000000000000069,8.822049999999999,Not Recommended,Not Recommended
Recycled Cardboard,Potato Chips,Bag,100,1,en:germany,0.08,30.8,100.0,1.2,99.0,4,57.8,100,8.877500000000001,Good Alternative,0.9398215658482308,0.07630000000000009,1.1986499999999973,Highly Recommended,Recommended
Bamboo Fiber,Soda Can,Can,600,6,en:usa,0.28,58.5,99.3,0.55,46.3,8,54.23,100,2.75,Good Alternative,0.11132955438464384,0.2768000000000009,0.6450499999999988,Recommended,Recommended
Aluminum Foil/Can,Tomato Sauce,Jar,1000,1,en:india,0.19,34.6,0.0,8.875,93.3,10,0.0,100,2.63,Avoid,-0.1916903841815047,0.1900000000000001,8.780125,Not Recommended,Not Recommended
Aluminum Foil/Can,Yogurt,Cup,100,1,en:uk,0.17,25.8,0.0,8.875,94.2,10,0.0,100,2.94,Avoid,-0.15925460362838184,0.17000000000000084,8.836725,Not Recommended,Not Recommended
Aluminum Foil/Can,Tomato Sauce,Jar,250,1,en:usa,0.17,26.5,0.0,8.53,97.5,10,0.0,100,2.94,Avoid,-0.12621818438992433,0.17005000000000084,8.657399999999985,Not Recommended,Not Recommended
Recycled Cardboard,Biscuits,Box,3000,12,en:usa,0.11,16.4,98.4,1.3,82.3,4,53.32000000000001,100,5.15,Good Alternative,0.4772882220007931,0.11379999999999979,1.2751000000000035,Recommended,Recommended
Virgin Plastic (PP),Biscuits,Box,600,6,en:usa,0.06,68.1,4.4,3.56,11.7,10,0.0,100,8.33,Avoid,-0.5402592963081461,0.060000000000000046,3.804999999999989,Not Recommended,Not Recommended
Virgin Plastic (PP),Tomato Sauce,Jar,1000,1,en:india,0.04,66.5,3.9,5.57,10.4,10,0.0,100,8.877500000000001,Avoid,-0.5161731072254856,0.03979999999999992,4.630049999999994,Not Recommended,Not Recommended
Mushroom Mycelium,Soda Can,Can,7125,12,en:france,0.79,20.3,100.0,0.18,100.0,5,64.1,100,0.47,Technical Failure (Not Suitable),0.356528302042436,0.7852500000000009,0.21584999999999988,Recommended,Recommended
Glass,Frozen Peas,Pouch,1200,12,en:germany,0.22,87.2,0.0,2.11,81.0,10,15.65,100,2.63,Avoid,-0.31482612861575554,0.2191999999999995,2.211150000000007,Not Recommended,Not Recommended
Recycled Cardboard,Sandwich,Wrapper,600,6,en:france,0.12,34.7,90.2,1.13,84.2,5,52.27,100,6.34,Good Alternative,0.5581920272124163,0.10454999999999995,1.1124999999999985,Highly Recommended,Recommended
Aluminum Foil/Can,Tomato Sauce,Jar,100,1,en:usa,0.13,34.0,0.0,8.875,92.5,10,0.0,100,3.85,Avoid,-0.1075071659880454,0.12994999999999984,8.830599999999997,Not Recommended,Not Recommended
Recycled Cardboard,Potato Chips,Bag,1000,1,en:germany,0.11,25.8,99.0,1.33,90.5,4,55.05,100,7.05,Good Alternative,0.7080835376747039,0.10994999999999969,1.2322000000000033,Highly Recommended,Recommended
Bioplastic (PLA),Soda Can,Can,1500,6,en:france,0.42,52.6,87.0,1.76,58.1,8,45.620000000000005,100,1.73,Good Alternative,0.04727684115368511,0.4198500000000011,1.8340999999999963,Recommended,Recommended
Glass,Tomato Sauce,Jar,600,6,en:uk,0.36,95.0,0.0,1.78,90.0,10,19.1,100,1.65,Avoid,-0.2987827101066483,0.3604499999999999,2.2310500000000006,Not Recommended,Not Recommended
Aluminum Foil/Can,Yogurt,Cup,100,1,en:uk,0.23,28.0,0.0,8.875,96.3,10,0.0,100,2.17,Avoid,-0.19641821157461675,0.22999999999999932,8.777850000000003,Not Recommended,Not Recommended
Mushroom Mycelium,Frozen Peas,Pouch,100,1,en:usa,0.79,22.7,100.0,0.33,100.0,4,62.35,100,1.03,Good Alternative,0.35681859409969996,0.7911500000000005,0.27340000000000036,Recommended,Recommended
Bioplastic (PLA),Tomato Sauce,Jar,6000,6,en:germany,0.35,61.2,84.4,2.33,47.6,8,39.63000000000001,100,1.99,Avoid,-0.0604087309559059,0.35385000000000005,2.2404499999999983,Not Recommended,Not Recommended
Mushroom Mycelium,Tomato Sauce,Jar,7125,12,en:uk,0.55,20.2,100.0,0.25,100.0,4,62.75,100,0.66,Technical Failure (Not Suitable),0.3288587109628899,0.5527499999999987,0.25045,Recommended,Recommended
Aluminum Foil/Can,Potato Chips,Bag,3000,6,en:japan,0.2,40.6,0.0,8.875,93.2,10,0.0,100,2.5,Avoid,-0.20251523051853532,0.19910000000000017,8.816249999999998,Not Recommended,Not Recommended
Virgin Plastic (PP),Sandwich,Wrapper,1000,1,en:germany,0.05,69.1,1.2,5.02,14.7,10,0.0,100,8.877500000000001,Avoid,-0.49619733686853323,0.04569999999999997,4.8035999999999905,Not Recommended,Not Recommended
Recycled Cardboard,Soda Can,Can,3000,12,en:germany,0.07,18.9,94.9,0.97,85.3,5,55.17,100,3.94,Technical Failure (Not Suitable),0.4280045848899625,0.07380000000000014,1.0578999999999998,Recommended,Recommended
Glass,Orange Juice,Bottle,3000,6,en:germany,0.31,84.4,0.0,1.67,99.3,10,21.51,100,1.96,Avoid,-0.18225422603745167,0.30870000000000053,1.8062500000000004,Not Recommended,Not Recommended
Bamboo Fiber,Soda Can,Can,3000,12,en:japan,0.41,53.6,97.0,0.81,47.1,6,50.17,100,1.22,Good Alternative,-0.09998790726030693,0.41069999999999895,0.8533500000000009,Not Recommended,Not Recommended
Recycled Cardboard,Biscuits,Box,3000,6,en:france,0.1,22.3,90.5,0.85,86.5,5,54.25,100,5.71,Good Alternative,0.536173562290862,0.10230000000000007,0.9527499999999979,Highly Recommended,Recommended
Bioplastic (PLA),Frozen Peas,Pouch,100,1,en:uk,0.34,50.3,80.0,2.03,47.4,9,40.330000000000005,100,2.06,Good Alternative,-0.05269216316034602,0.3418500000000014,1.9420999999999946,Not Recommended,Not Recommended
Bamboo Fiber,Biscuits,Box,1000,1,en:uk,0.43,43.4,98.5,1.13,49.7,7,50.690000000000005,100,1.75,Good Alternative,0.020936401789650255,0.42165000000000125,1.036499999999998,Recommended,Recommended
Aluminum Foil/Can,Soda Can,Can,500,1,en:usa,0.17,28.6,0.0,8.64,98.7,10,0.0,100,2.94,Avoid,-0.11420494103048516,0.17000000000000084,8.707925000000003,Not Recommended,Not Recommended
Virgin Plastic (PP),Potato Chips,Bag,1000,1,en:uk,0.06,67.7,1.3,3.72,22.8,10,0.0,100,8.33,Avoid,-0.45562650765724205,0.060000000000000046,4.072950000000012,Not Recommended,Not Recommended
Bioplastic (PLA),Sandwich,Wrapper,600,6,en:germany,0.48,63.4,91.6,2.39,59.8,8,44.65,100,1.51,Good Alternative,0.08697812241058264,0.47885000000000005,2.231649999999996,Recommended,Recommended
Virgin Plastic (PP),Potato Chips,Bag,3000,12,en:uk,0.08,69.6,1.8,5.14,19.6,10,0.0,100,6.25,Avoid,-0.6405691726003975,0.08000000000000006,4.973149999999992,Not Recommended,Not Recommended
Aluminum Foil/Can,Biscuits,Box,100,1,en:uk,0.1,25.1,0.0,8.875,95.4,10,0.0,100,5.0,Avoid,0.008427178276540229,0.10005000000000008,8.8157,Recommended,Recommended
Bamboo Fiber,Yogurt,Cup,100,1,en:germany,0.28,50.3,99.9,0.97,36.7,6,48.45000000000001,100,2.65,Good Alternative,-0.07126081436178831,0.28055000000000063,0.9260499999999999,Not Recommended,Not Recommended
Aluminum Foil/Can,Tomato Sauce,Jar,1500,6,en:uk,0.2,21.1,0.0,8.875,97.8,10,0.0,100,2.5,Avoid,-0.15646446430735217,0.19870000000000018,8.847850000000001,Not Recommended,Not Recommended
Aluminum Foil/Can,Biscuits,Box,1200,12,en:india,0.18,28.6,0.0,8.875,92.1,10,0.0,100,2.78,Avoid,-0.19236853978277763,0.18004999999999977,8.815775,Not Recommended,Not Recommended
Virgin Plastic (PP),Potato Chips,Bag,7125,12,en:france,0.08,77.8,3.0,5.13,24.6,10,0.0,100,6.25,Avoid,-0.5802599097074586,0.08000000000000006,4.877649999999996,Not Recommended,Not Recommended
Bioplastic (PLA),Frozen Peas,Pouch,250,1,en:france,0.43,59.2,81.7,1.62,48.3,9,43.24,100,1.67,Good Alternative,-0.0586268423214689,0.42770000000000136,1.7355500000000026,Not Recommended,Not Recommended
Virgin Plastic (PP),Biscuits,Box,100,1,en:uk,0.04,63.1,3.5,5.01,22.9,10,0.0,100,8.877500000000001,Avoid,-0.394453182974198,0.03859999999999999,4.800399999999995,Not Recommended,Not Recommended
Aluminum Foil/Can,Sandwich,Wrapper,500,1,en:japan,0.15,25.8,0.0,8.875,90.2,10,0.0,100,3.33,Avoid,-0.16982751998861328,0.14999999999999947,8.792074999999999,Not Recommended,Not Recommended
Aluminum Foil/Can,Orange Juice,Bottle,500,1,en:germany,0.11,33.1,0.0,8.875,91.0,10,0.0,100,4.55,Avoid,-0.06962664398256858,0.10904999999999976,8.801575000000001,Not Recommended,Not Recommended
Bamboo Fiber,Orange Juice,Bottle,1000,1,en:usa,0.29,44.4,95.6,0.57,44.6,6,50.31,100,1.73,Good Alternative,-0.09843929514808425,0.29129999999999945,0.6970499999999977,Not Recommended,Not Recommended
Recycled Cardboard,Soda Can,Can,3000,6,en:uk,0.14,26.9,93.2,0.92,95.1,5,56.7,100,2.02,Technical Failure (Not Suitable),0.36649699919699075,0.13760000000000025,1.0162499999999977,Recommended,Recommended
Recycled Cardboard,Orange Juice,Bottle,1500,6,en:france,0.12,29.3,91.6,1.38,88.9,4,51.52,100,3.4,Technical Failure (Not Suitable),0.3530119040036489,0.1198500000000001,1.3212999999999986,Recommended,Recommended
Virgin Plastic (PP),Frozen Peas,Pouch,1500,6,en:uk,0.03,60.5,0.9,4.12,10.1,10,0.0,100,8.877500000000001,Avoid,-0.5448116236368687,0.029999999999999985,4.534700000000003,Not Recommended,Not Recommended
Bioplastic (PLA),Potato Chips,Bag,250,1,en:india,0.45,73.8,86.0,2.06,52.0,8,42.5,100,1.58,Good Alternative,-0.033670635538804415,0.449800000000001,2.0997500000000007,Not Recommended,Not Recommended
Glass,Potato Chips,Bag,1500,6,en:japan,0.31,92.0,0.0,1.83,89.4,10,18.730000000000004,100,1.92,Avoid,-0.28438617382166853,0.3017499999999994,2.2212499999999995,Not Recommended,Not Recommended
Bamboo Fiber,Yogurt,Cup,1000,1,en:india,0.36,52.3,96.6,0.71,32.1,7,48.510000000000005,100,2.06,Good Alternative,-0.14806761631054471,0.3611999999999995,0.7522999999999997,Not Recommended,Not Recommended
Recycled Cardboard,Orange Juice,Bottle,100,1,en:japan,0.1,18.6,92.2,1.28,97.5,5,54.98,100,4.25,Technical Failure (Not Suitable),0.5504933887300991,0.10225,1.2316000000000003,Highly Recommended,Recommended
Aluminum Foil/Can,Sandwich,Wrapper,250,1,en:usa,0.17,44.5,0.0,8.875,96.1,10,0.0,100,2.94,Avoid,-0.14023363497593666,0.17000000000000084,8.8628,Not Recommended,Not Recommended
Mushroom Mycelium,Frozen Peas,Pouch,7125,12,en:france,0.53,24.1,100.0,0.39,100.0,6,64.05,100,1.17,Good Alternative,0.4514527471537685,0.5366000000000003,0.22365000000000004,Recommended,Recommended
Virgin Plastic (PP),Biscuits,Box,3000,12,en:usa,0.07,68.6,4.7,3.82,14.6,10,0.0,100,7.14,Avoid,-0.5985888005138014,0.07000000000000019,4.18155000000001,Not Recommended,Not Recommended
Glass,Orange Juice,Bottle,3000,12,en:usa,0.32,99.4,0.0,1.73,81.3,10,17.61,100,1.84,Avoid,-0.3715209466355712,0.31840000000000024,1.8684500000000028,Not Recommended,Not Recommended
Bioplastic (PLA),Orange Juice,Bottle,600,6,en:germany,0.31,57.0,90.0,2.4,56.6,9,44.32,100,2.33,Good Alternative,0.14526321246513133,0.3105500000000007,2.232499999999994,Recommended,Recommended
Glass,Tomato Sauce,Jar,100,1,en:usa,0.34,90.3,0.0,2.27,97.1,10,18.07,100,1.74,Avoid,-0.22090330090840055,0.3326999999999999,2.4991,Not Recommended,Not Recommended
Aluminum Foil/Can,Sandwich,Wrapper,500,1,en:uk,0.23,40.6,0.0,8.875,97.1,10,0.0,100,2.17,Avoid,-0.18840938266832402,0.22999999999999932,8.837675,Not Recommended,Not Recommended
Glass,Soda Can,Can,500,1,en:japan,0.39,96.8,0.0,1.84,87.1,10,18.22,100,1.52,Avoid,-0.3376384576157036,0.3888000000000005,1.9956499999999948,Not Recommended,Not Recommended
Virgin Plastic (PP),Biscuits,Box,500,1,en:usa,0.04,68.9,2.5,4.84,25.2,10,0.0,100,8.877500000000001,Avoid,-0.3799728683924474,0.04304999999999994,4.486699999999996,Not Recommended,Not Recommended
Virgin Plastic (PP),Soda Can,Can,100,1,en:france,0.06,69.9,2.4,3.81,10.6,10,0.0,100,8.33,Avoid,-0.5683615731019809,0.060000000000000046,4.000849999999987,Not Recommended,Not Recommended
Bioplastic (PLA),Potato Chips,Bag,3000,6,en:germany,0.44,71.6,93.7,2.24,41.9,9,43.66,100,1.63,Good Alternative,-0.023179341354561213,0.44194999999999984,2.1419999999999995,Not Recommended,Not Recommended
Mushroom Mycelium,Sandwich,Wrapper,6000,6,en:germany,0.59,14.9,100.0,0.3,100.0,4,62.5,100,1.04,Good Alternative,0.35757426661691105,0.5926500000000019,0.26849999999999935,Recommended,Recommended
Virgin Plastic (PP),Frozen Peas,Pouch,6000,12,en:uk,0.05,61.0,3.5,3.52,11.4,10,0.0,100,8.877500000000001,Avoid,-0.5095800985021561,0.04549999999999997,3.9965499999999925,Not Recommended,Not Recommended
Recycled Cardboard,Soda Can,Can,3000,6,en:uk,0.12,21.6,95.4,0.99,86.8,3,53.57,100,2.23,Technical Failure (Not Suitable),0.23401893509497362,0.12654999999999988,1.176900000000002,Recommended,Recommended
Glass,Tomato Sauce,Jar,1200,12,en:germany,0.26,94.4,0.0,1.53,92.2,10,20.79,100,2.32,Avoid,-0.22612837196120072,0.24685000000000012,2.239899999999999,Not Recommended,Not Recommended
Aluminum Foil/Can,Potato Chips,Bag,6000,12,en:india,0.11,27.0,0.0,8.875,90.3,10,0.0,100,2.73,Avoid,-0.21416676740799168,0.1116999999999997,8.811124999999999,Not Recommended,Not Recommended
Bamboo Fiber,Biscuits,Box,1200,12,en:japan,0.4,57.2,97.0,0.87,31.7,7,47.79,100,1.85,Good Alternative,-0.16452312621558723,0.4010000000000001,0.8821000000000017,Not Recommended,Not Recommended
Recycled Cardboard,Yogurt,Cup,1000,1,en:japan,0.08,20.5,97.2,0.83,99.5,4,58.63,100,8.04,Good Alternative,0.8576133187314802,0.07940000000000005,0.9371500000000013,Highly Recommended,Recommended
Virgin Plastic (PP),Frozen Peas,Pouch,3000,6,en:uk,0.05,84.1,0.3,5.25,15.6,10,0.0,100,8.877500000000001,Avoid,-0.49487796602041095,0.046099999999999995,5.042649999999998,Not Recommended,Not Recommended
Aluminum Foil/Can,Frozen Peas,Pouch,250,1,en:usa,0.2,28.2,0.0,8.72,98.0,10,0.0,100,2.5,Avoid,-0.154462257080779,0.1990500000000002,8.740200000000014,Not Recommended,Not Recommended
Bamboo Fiber,Frozen Peas,Pouch,7125,12,en:uk,0.4,50.5,99.1,0.82,32.5,7,49.04,100,1.86,Good Alternative,-0.13781398089201707,0.4006000000000004,0.8144499999999972,Not Recommended,Not Recommended
Recycled Cardboard,Potato Chips,Bag,100,1,en:japan,0.14,26.8,99.1,1.33,86.0,4,54.190000000000005,100,5.51,Good Alternative,0.5475148142786846,0.13980000000000034,1.2729000000000037,Highly Recommended,Recommended
Mushroom Mycelium,Orange Juice,Bottle,1000,1,en:germany,0.57,17.9,100.0,0.15,100.0,5,64.25,100,1.0,Good Alternative,0.39657894545462336,0.5704999999999982,0.2071999999999996,Recommended,Recommended
Glass,Sandwich,Wrapper,1200,12,en:japan,0.36,98.2,0.0,2.52,83.6,10,14.12,100,1.58,Avoid,-0.3681430489774678,0.36259999999999953,2.446749999999996,Not Recommended,Not Recommended
Mushroom Mycelium,Frozen Peas,Pouch,7125,12,en:germany,0.72,10.1,100.0,0.32,100.0,4,62.4,100,0.85,Good Alternative,0.3432164887899005,0.7168999999999993,0.29365,Recommended,Recommended
Mushroom Mycelium,Yogurt,Cup,3000,12,en:usa,0.71,12.9,100.0,0.27,100.0,5,63.65,100,0.66,Technical Failure (Not Suitable),0.37088607986944655,0.6545499999999984,0.2615500000000006,Recommended,Recommended
Recycled Cardboard,Frozen Peas,Pouch,250,1,en:japan,0.1,15.2,90.4,1.14,86.8,4,51.82000000000001,100,7.59,Good Alternative,0.6383614306074644,0.09820000000000008,1.1279999999999961,Highly Recommended,Recommended
Virgin Plastic (PP),Biscuits,Box,100,1,en:usa,0.05,86.1,2.9,3.61,15.2,10,0.0,100,8.877500000000001,Avoid,-0.4766652023115702,0.04539999999999997,4.067600000000005,Not Recommended,Not Recommended
Mushroom Mycelium,Sandwich,Wrapper,6000,6,en:japan,0.62,15.7,100.0,0.17,100.0,4,63.15,100,0.99,Good Alternative,0.3537959040308556,0.6230500000000013,0.19130000000000058,Recommended,Recommended
Mushroom Mycelium,Biscuits,Box,1500,6,en:india,0.72,10.6,100.0,0.2,100.0,4,63.0,100,1.13,Good Alternative,0.36437531927181077,0.7204999999999993,0.20010000000000028,Recommended,Recommended
Virgin Plastic (PP),Sandwich,Wrapper,3000,6,en:france,0.06,90.0,4.6,4.57,25.7,10,0.0,100,8.33,Avoid,-0.3983957767432549,0.06015000000000005,4.604100000000016,Not Recommended,Not Recommended
Virgin Plastic (PP),Yogurt,Cup,250,1,en:japan,0.06,77.6,1.9,5.74,10.3,10,0.0,100,8.33,Avoid,-0.5756374182037614,0.060000000000000046,5.16385,Not Recommended,Not Recommended
Bamboo Fiber,Yogurt,Cup,100,1,en:japan,0.45,55.2,97.7,0.66,32.2,6,48.22000000000001,100,1.65,Good Alternative,-0.2106768794332437,0.4330000000000001,0.8484500000000008,Not Recommended,Not Recommended
Aluminum Foil/Can,Yogurt,Cup,500,1,en:japan,0.15,22.3,0.0,8.875,90.7,10,0.0,100,3.33,Avoid,-0.16482200192218033,0.14974999999999947,8.8253,Not Recommended,Not Recommended
Bioplastic (PLA),Orange Juice,Bottle,250,1,en:uk,0.4,52.3,90.8,2.24,42.3,8,41.58,100,1.77,Good Alternative,-0.07540357928615575,0.40649999999999886,1.90555,Not Recommended,Not Recommended
Aluminum Foil/Can,Yogurt,Cup,250,1,en:japan,0.22,42.3,0.0,8.875,98.1,10,0.0,100,2.27,Avoid,-0.17084162136334724,0.2199999999999994,8.838424999999999,Not Recommended,Not Recommended
Bioplastic (PLA),Frozen Peas,Pouch,500,1,en:usa,0.42,59.2,83.5,2.22,57.1,9,42.72,100,1.7,Good Alternative,0.047118416542298584,0.41835000000000044,1.9148500000000006,Recommended,Recommended
Aluminum Foil/Can,Soda Can,Can,1200,12,en:india,0.12,38.1,0.0,8.15,90.1,10,0.0,100,4.17,Avoid,-0.10735213215616911,0.11490000000000004,8.444200000000016,Not Recommended,Not Recommended
Aluminum Foil/Can,Frozen Peas,Pouch,500,1,en:uk,0.13,27.6,0.0,8.875,92.6,10,0.0,100,3.85,Avoid,-0.10650606237475892,0.12999999999999984,8.810274999999997,Not Recommended,Not Recommended
Mushroom Mycelium,Biscuits,Box,1000,1,en:germany,0.6,20.2,100.0,0.3,100.0,4,62.5,100,1.35,Good Alternative,0.3810001146504546,0.6015999999999984,0.2717999999999994,Recommended,Recommended
Bamboo Fiber,Orange Juice,Bottle,7125,12,en:germany,0.33,47.3,95.1,0.61,32.0,7,48.39,100,1.49,Good Alternative,-0.20495965619062473,0.3369999999999993,0.6917500000000005,Not Recommended,Not Recommended
Virgin Plastic (PP),Orange Juice,Bottle,3000,12,en:uk,0.05,62.7,4.0,5.49,21.9,10,0.0,100,8.877500000000001,Avoid,-0.4001916848451434,0.036849999999999994,4.7797,Not Recommended,Not Recommended
Mushroom Mycelium,Frozen Peas,Pouch,6000,6,en:uk,0.58,15.2,100.0,0.28,100.0,5,63.6,100,1.07,Good Alternative,0.401868653075101,0.5787999999999985,0.28060000000000046,Recommended,Recommended
Virgin Plastic (PP),Biscuits,Box,1500,6,en:usa,0.05,64.2,3.1,4.72,19.9,10,0.0,100,8.877500000000001,Avoid,-0.4279043187823323,0.04544999999999993,4.747000000000012,Not Recommended,Not Recommended
Recycled Cardboard,Potato Chips,Bag,100,1,en:germany,0.07,22.9,96.5,1.41,81.5,5,52.85000000000001,100,8.877500000000001,Good Alternative,0.7767480625961897,0.0727000000000001,1.1355000000000006,Highly Recommended,Recommended
Aluminum Foil/Can,Soda Can,Can,600,6,en:uk,0.23,23.3,0.0,8.23,100.0,10,0.0,100,2.17,Avoid,-0.15937737788301282,0.22784999999999933,8.645025000000004,Not Recommended,Not Recommended
Recycled Cardboard,Biscuits,Box,1000,1,en:japan,0.1,20.7,98.4,1.41,81.8,5,53.67000000000001,100,7.68,Good Alternative,0.7054952196953206,0.09780000000000005,1.3155499999999989,Highly Recommended,Recommended
Mushroom Mycelium,Sandwich,Wrapper,1200,12,en:france,0.79,21.3,100.0,0.12,100.0,6,65.4,100,1.05,Good Alternative,0.4423846769472354,0.7873000000000004,0.17010000000000008,Recommended,Recommended
Recycled Cardboard,Yogurt,Cup,100,1,en:japan,0.12,23.4,97.0,1.37,83.2,4,52.59,100,5.11,Good Alternative,0.4713123685181505,0.12200000000000015,1.3264500000000023,Recommended,Recommended
Bioplastic (PLA),Tomato Sauce,Jar,500,1,en:usa,0.32,65.7,85.7,1.96,45.3,8,41.540000000000006,100,2.21,Good Alternative,-0.05570072960186028,0.32080000000000014,1.9363999999999972,Not Recommended,Not Recommended
Bamboo Fiber,Yogurt,Cup,250,1,en:japan,0.32,53.8,95.6,0.84,33.9,6,46.82,100,2.29,Good Alternative,-0.16323972080592902,0.32194999999999985,0.8559500000000017,Not Recommended,Not Recommended
Bioplastic (PLA),Yogurt,Cup,6000,12,en:india,0.54,59.7,92.3,2.34,53.8,8,43.98,100,1.33,Good Alternative,0.019291348270276433,0.5404500000000018,2.285549999999994,Recommended,Recommended
Glass,Potato Chips,Bag,500,1,en:japan,0.35,95.0,0.0,2.03,83.3,10,16.51,100,1.66,Avoid,-0.3651009796796389,0.3488000000000005,2.061849999999993,Not Recommended,Not Recommended
