Material_Type,Strength_MPa,Weight_Capacity_kg,Biodegradability_pct,CO2_Emission_g,Recyclability_pct,Cost_per_kg_INR,Typical_Product_Category,extreme_outlier,CO2_Impact_Index,Biodeg_Index,Recycl_Index,Cost_per_Strength,Cost_Strength_Norm,Cost_Efficiency_Index,Material_Suitability_Score
Mushroom Packaging,37.15,0.53,56,170,67,42.28,Food,FALSE,0.6875,0.405405405,0.67,1.138088798,0.216747108,0.783252892,0.529559845
Starch Foam,39.28,3.05,97,193,61,84.76,Food,FALSE,0.783333333,0.959459459,0.61,2.157841086,0.217818321,0.782181679,0.659549924
Bamboo Fiber,57.34,0.51,59,107,65,60.19,Food,FALSE,0.425,0.445945946,0.65,1.049703505,0.216654262,0.783345738,0.603370218
Seaweed-based,28.06,9.33,79,96,69,20.63,Food,FALSE,0.379166667,0.716216216,0.69,0.735210238,0.216323898,0.783676102,0.703992224
Wheat Straw,34.3,9.82,73,108,56,82.57,Food,FALSE,0.429166667,0.635135135,0.56,2.40728856,0.218080357,0.781919643,0.640728785
Palm Leaf,21.28,10.51,92,123,88,19.48,Food,FALSE,0.491666667,0.891891892,0.88,0.915413491,0.216513195,0.783486805,0.766522602
Seaweed-based,22.19,10.84,100,76,93,74.17,Food,FALSE,0.295833333,1,0.93,3.342496469,0.219062759,0.780937241,0.857275977
Seaweed-based,16.07,11.52,80,131,56,74.08,Food,FALSE,0.525,0.72972973,0.56,4.609831698,0.22039405,0.77960595,0.644570406
Cotton Padding,22.9,13.77,89,128,100,21.39,Food,FALSE,0.5125,0.851351351,1,0.934061095,0.216532784,0.783467216,0.773147209
Starch Foam,20.75,9.14,100,44,83,68.11,Food,FALSE,0.1625,1,0.83,3.28240948,0.21899964,0.78100036,0.87062509
Cornstarch Polymer,14.06,18.86,70,124,54,58.87,Food,FALSE,0.495833333,0.594594595,0.54,4.187055179,0.219949938,0.780050062,0.60743256
Corrugated Cardboard,36.76,17.87,84,28,68,68.13,Food,FALSE,0.095833333,0.783783784,0.68,1.853373181,0.217498488,0.782501512,0.79280218
Palm Leaf,19.59,12.34,81,167,64,64.63,Food,FALSE,0.675,0.743243243,0.64,3.299132042,0.219017207,0.780982793,0.627468671
Cellulose Film,3.26,8.28,70,32,93,124.63,Food,FALSE,0.1125,0.594594595,0.93,38.23004962,0.25571089,0.74428911,0.772325656
PLA Bioplastic,29.44,9.42,68,119,100,61.1,Food,FALSE,0.475,0.567567568,1,2.075407538,0.217731728,0.782268272,0.697087338
Starch Foam,18.04,7.02,66,177,58,84.9,Food,FALSE,0.716666667,0.540540541,0.58,4.706208165,0.22049529,0.77950471,0.543871673
Wheat Straw,24.29,19.38,56,179,99,65.13,Food,FALSE,0.725,0.405405405,0.99,2.68135024,0.218368249,0.781631751,0.583779559
HDPE (Recycled),48.29,10.49,80,78,66,88.26,Food,FALSE,0.304166667,0.72972973,0.66,1.827707562,0.217471528,0.782528472,0.72050937
Mushroom Packaging,16.2,9.82,66,33,72,101.98,Food,FALSE,0.116666667,0.540540541,0.72,6.29506134,0.222164324,0.777835676,0.721454415
Starch Foam,23.11,5.43,76,115,94,73.04,Food,FALSE,0.458333333,0.675675676,0.94,3.160536427,0.218871617,0.781128383,0.721401465
Cotton Padding,43.83,9.66,66,73,36,68.85,Food,FALSE,0.283333333,0.540540541,0.36,1.570841853,0.217201699,0.782798301,0.609028404
Seaweed-based,22.75,18.76,52,82,100,98.6,Food,FALSE,0.320833333,0.351351351,1,4.334065744,0.220104368,0.779895632,0.67017098
Bamboo Fiber,60.91,8.26,69,95,52,57.72,Food,FALSE,0.375,0.581081081,0.52,0.947627632,0.216547035,0.783452965,0.630437566
PLA-coated Paper,39.33,13.09,100,5,59,57.11,Food,FALSE,0,1,0.59,1.452072173,0.217076936,0.782923064,0.863730766
Wheat Straw,26.49,9.82,97,152,52,46.29,Food,FALSE,0.6125,0.959459459,0.52,1.747451803,0.217387222,0.782612778,0.684366032
Cellulose Film,13.81,7.88,70,54,80,6.95,Food,FALSE,0.204166667,0.594594595,0.8,0.503258472,0.216080241,0.783919759,0.733316651
Recycled Paper,46.18,6.6,99,94,67,81.25,Food,FALSE,0.370833333,0.986486486,0.67,1.759419624,0.217399794,0.782600206,0.782887664
Cellulose Film,29.85,20.91,69,62,64,97.6,Food,FALSE,0.2375,0.581081081,0.64,3.269681633,0.21898627,0.78101373,0.688202757
Paperboard,51.59,7.38,72,107,60,52.78,Food,FALSE,0.425,0.621621622,0.6,1.023066466,0.216626281,0.783373719,0.646079916
Corrugated Cardboard,24.52,5.65,73,59,60,61.38,Food,FALSE,0.225,0.635135135,0.6,2.503262541,0.218181174,0.781818826,0.699745247
Cornstarch Polymer,33.23,6.83,60,82,89,33.13,Food,FALSE,0.320833333,0.459459459,0.89,0.996990641,0.216598889,0.783401111,0.681479782
Corrugated Cardboard,19.32,9.05,65,88,74,89.66,Food,FALSE,0.345833333,0.527027027,0.74,4.640786509,0.220426567,0.779573433,0.664543133
Bagasse (Sugarcane),29.73,11.33,76,101,76,33.02,Food,FALSE,0.4,0.675675676,0.76,1.110662593,0.216718297,0.783281703,0.700523128
PLA-coated Paper,48.25,14.98,100,61,72,152.34,Food,FALSE,0.233333333,1,0.72,3.157305634,0.218868223,0.781131777,0.830949611
Bamboo Fiber,66.95,5.59,88,136,59,91.63,Food,FALSE,0.545833333,0.837837838,0.59,1.368633288,0.216989287,0.783010713,0.678645696
Cornstarch Polymer,10.77,5.65,59,102,100,13.59,Food,FALSE,0.404166667,0.445945946,1,1.261838323,0.216877102,0.783122898,0.678522842
Wheat Straw,22.9,8.88,71,14,77,34.52,Food,FALSE,0.0375,0.608108108,0.77,1.507423515,0.217135081,0.782864919,0.772773662
Recycled Paper,33.82,11.07,88,87,92,122.82,Food,FALSE,0.341666667,0.837837838,0.92,3.63157884,0.21936643,0.78063357,0.795093077
Corrugated Cardboard,44.09,10.94,64,124,71,3.2,Food,FALSE,0.495833333,0.513513514,0.71,0.072578814,0.215627827,0.784372173,0.618188764
Hemp Fiber,51.2,11.64,75,158,82,49.45,Food,FALSE,0.6375,0.662162162,0.82,0.965820294,0.216566146,0.783433854,0.649132112
Starch Foam,16.68,8.84,85,114,74,56.57,Food,FALSE,0.454166667,0.797297297,0.74,3.391486607,0.219114222,0.780885778,0.718868967
Bamboo Fiber,57.38,7.72,81,43,27,56.39,Food,FALSE,0.158333333,0.743243243,0.27,0.982746584,0.216583926,0.783416074,0.683243658
PLA Bioplastic,22.22,11.89,71,43,66,70.41,Food,FALSE,0.158333333,0.608108108,0.66,3.168766734,0.218880262,0.781119738,0.720129033
Recycled Paper,36.43,0.99,86,52,82,79.96,Food,FALSE,0.195833333,0.810810811,0.82,2.194894258,0.217857244,0.782142756,0.803820599
Recycled Paper,54.13,14.65,80,94,33,8.36,Food,FALSE,0.370833333,0.72972973,0.33,0.154443005,0.215713823,0.784286177,0.63828213
Bamboo Fiber,50.25,13.29,65,56,56,54.9,Food,FALSE,0.2125,0.527027027,0.56,1.092537292,0.216699258,0.783300742,0.662808294
HDPE (Recycled),56.19,12.44,66,59,75,64.59,Food,FALSE,0.225,0.540540541,0.75,1.149492772,0.216759087,0.783240913,0.70172239
PLA-coated Paper,50.94,18.8,79,5,53,115.81,Food,FALSE,0,0.716216216,0.53,2.273458927,0.217939774,0.782060226,0.766379921
Cellulose Film,33.5,9.63,89,153,90,63.01,Food,FALSE,0.616666667,0.851351351,0.9,1.880895466,0.2175274,0.7824726,0.726856889
Palm Leaf,24.44,6.24,70,99,82,89.99,Food,FALSE,0.391666667,0.594594595,0.82,3.682078409,0.219419478,0.780580522,0.689606842
Wheat Straw,36.2,13.4,77,62,55,74.55,Food,FALSE,0.2375,0.689189189,0.55,2.059392208,0.217714904,0.782285096,0.702953031
Seaweed-based,23.23,5.82,69,158,74,83.21,Food,FALSE,0.6375,0.581081081,0.74,3.582005872,0.219314355,0.780685645,0.608120735
Jute Fiber,46.77,11.66,74,107,65,59.05,Food,FALSE,0.425,0.648648649,0.65,1.262561444,0.216877862,0.783122138,0.664125129
HDPE (Recycled),52.97,0.16,82,145,75,54.94,Food,FALSE,0.583333333,0.756756757,0.75,1.037190843,0.216641118,0.783358882,0.677033414
Cellulose Film,30.42,10.24,91,12,69,68.19,Food,FALSE,0.029166667,0.878378378,0.69,2.241617283,0.217906325,0.782093675,0.839745266
Bagasse (Sugarcane),11.74,6.55,57,78,93,54.02,Food,FALSE,0.304166667,0.418918919,0.93,4.60136247,0.220385153,0.779614847,0.680537721
Cotton Padding,45.93,6.04,98,90,87,108.21,Food,FALSE,0.354166667,0.972972973,0.87,2.355976435,0.218026455,0.781973545,0.822843611
Hemp Fiber,59.6,16.06,86,180,69,78.29,Food,FALSE,0.729166667,0.810810811,0.69,1.313590582,0.216931466,0.783068534,0.64471871
Glassine Paper,28.06,7.52,99,124,50,37.8,Food,FALSE,0.495833333,0.986486486,0.5,1.347113281,0.216966681,0.783033319,0.717745942
HDPE (Recycled),52.06,14.07,96,192,48,31.92,Food,FALSE,0.779166667,0.945945946,0.48,0.613138674,0.216195666,0.783804334,0.630943201
Corrugated Cardboard,31.06,11.96,93,94,95,57.99,Food,FALSE,0.370833333,0.905405405,0.95,1.867031492,0.217512836,0.782487164,0.814535079
Jute Fiber,52.54,10.95,94,133,56,133.84,Food,FALSE,0.533333333,0.918918919,0.56,2.547392414,0.218227531,0.781772469,0.69978546
Wheat Straw,8.92,4.56,79,124,69,61.28,Food,FALSE,0.495833333,0.716216216,0.69,6.869954387,0.222768228,0.777231772,0.673214474
Wheat Straw,16.33,14.95,57,37,56,48.25,Food,FALSE,0.133333333,0.418918919,0.56,2.954684449,0.218655377,0.781344623,0.649678498
Mushroom Packaging,28.92,5.61,76,92,66,77.18,Food,FALSE,0.3625,0.675675676,0.66,2.668741263,0.218355004,0.781644996,0.689488952
PLA-coated Paper,42.86,9.82,66,155,55,33.53,Food,FALSE,0.625,0.540540541,0.55,0.782314494,0.21637338,0.78362662,0.561818817
Starch Foam,25.66,9.65,96,99,72,39.27,Food,FALSE,0.391666667,0.945945946,0.72,1.530397446,0.217159214,0.782840786,0.775577314
Kraft Paper,42.34,14.8,75,86,70,81.96,Food,FALSE,0.3375,0.662162162,0.7,1.935758103,0.217585031,0.782414969,0.699877391
Starch Foam,15.7,11.69,78,83,46,23.3,Food,FALSE,0.325,0.702702703,0.46,1.484076339,0.217110555,0.782889445,0.667283172
Hemp Fiber,65.99,2.45,80,47,65,50.44,Food,FALSE,0.175,0.72972973,0.65,0.764358225,0.216354517,0.783645483,0.75108029
PLA-coated Paper,38.16,8.17,80,112,53,51.25,Food,FALSE,0.445833333,0.72972973,0.53,1.343029315,0.21696239,0.78303761,0.659219988
Kraft Paper,39.44,15.73,87,146,73,73.08,Food,FALSE,0.5875,0.824324324,0.73,1.852941129,0.217498035,0.782501965,0.692047789
Wheat Straw,33.87,21.33,71,96,58,92.69,Food,FALSE,0.379166667,0.608108108,0.58,2.736640014,0.218426329,0.781573671,0.649034184
Seaweed-based,31.6,16.88,72,67,48,61.04,Food,FALSE,0.258333333,0.621621622,0.48,1.931645508,0.217580711,0.782419289,0.663507975
Bagasse (Sugarcane),20.48,14.18,79,88,52,38.93,Food,FALSE,0.345833333,0.716216216,0.52,1.900878813,0.217548391,0.782451609,0.678019434
Cellulose Film,30.05,12.15,100,163,50,84.67,Food,FALSE,0.658333333,1,0.5,2.817637177,0.218511413,0.781488587,0.680788813
Starch Foam,33.06,15.27,85,39,43,51.84,Food,FALSE,0.141666667,0.797297297,0.43,1.568058029,0.217198775,0.782801225,0.735472829
Glassine Paper,34.02,16.21,69,96,100,48.35,Food,FALSE,0.379166667,0.581081081,1,1.421222768,0.21704453,0.78295547,0.725271525
Palm Leaf,19.63,11.41,95,84,87,70.48,Food,FALSE,0.329166667,0.932432432,0.87,3.590422639,0.219323197,0.780676803,0.816607264
Wheat Straw,32.39,17.98,74,32,82,133.05,Food,FALSE,0.1125,0.648648649,0.82,4.107749179,0.21986663,0.78013337,0.775502937
PLA-coated Paper,42.12,21.95,73,228,61,57.66,Food,FALSE,0.929166667,0.635135135,0.61,1.368945836,0.216989615,0.783010385,0.52600147
Seaweed-based,11.6,8.69,85,115,69,118.78,Food,FALSE,0.458333333,0.797297297,0.69,10.23965429,0.226307978,0.773692022,0.706028861
Hemp Fiber,34.3,1.65,83,113,78,69.19,Food,FALSE,0.45,0.77027027,0.78,2.017201107,0.217670584,0.782329416,0.720163435
HDPE (Recycled),71.13,20.13,77,107,73,114.17,Food,FALSE,0.425,0.689189189,0.73,1.605089251,0.217237675,0.782762325,0.692197338
Seaweed-based,31.87,12.74,73,139,76,114.88,Food,FALSE,0.558333333,0.635135135,0.76,3.604643753,0.219338136,0.780661864,0.648122673
Seaweed-based,54.47,6.08,100,132,80,82.15,Food,FALSE,0.529166667,1,0.8,1.508169607,0.217135864,0.782864136,0.773424367
Kraft Paper,35.05,23.21,99,68,73,81.79,Food,FALSE,0.2625,0.986486486,0.73,2.333523471,0.218002869,0.781997131,0.821820229
Hemp Fiber,69.79,6.73,89,30,81,62.47,Food,FALSE,0.104166667,0.851351351,0.81,0.8951139,0.216491871,0.783508129,0.837240771
PLA Bioplastic,18.95,11.37,77,107,65,67.43,Food,FALSE,0.425,0.689189189,0.65,3.558311158,0.219289465,0.780710535,0.675684391
Starch Foam,39.25,6.75,65,118,86,78.79,Food,FALSE,0.470833333,0.527027027,0.86,2.007388484,0.217660276,0.782339724,0.657984706
Paperboard,12.04,9.35,46,84,78,36.55,Food,FALSE,0.329166667,0.27027027,0.78,3.035714034,0.218740495,0.781259505,0.600104291
Cotton Padding,22.51,4.25,85,157,76,92.92,Food,FALSE,0.633333333,0.797297297,0.76,4.127942953,0.219887843,0.780112157,0.677883895
Recycled Paper,41.42,5.36,100,73,54,61.78,Food,FALSE,0.283333333,1,0.54,1.49154994,0.217118406,0.782881594,0.782887065
Seaweed-based,18.43,6.14,77,170,100,82.39,Food,FALSE,0.6875,0.689189189,1,4.470428406,0.220247612,0.779752388,0.679819854
Hemp Fiber,64.25,14.74,98,148,61,36.39,Food,FALSE,0.595833333,0.972972973,0.61,0.566381314,0.216146549,0.783853451,0.710896921
Starch Foam,1.33,10.26,99,153,74,61.58,Food,FALSE,0.616666667,0.986486486,0.74,46.30071707,0.264188838,0.735811162,0.72373207
Paperboard,45.19,11.82,89,178,35,36.73,Food,FALSE,0.720833333,0.851351351,0.35,0.812790422,0.216405393,0.783594607,0.591095724
Cotton Padding,46.4,7.21,75,51,80,74.57,Food,FALSE,0.191666667,0.662162162,0.8,1.607112034,0.2172398,0.7827602,0.756422032
HDPE (Recycled),37.66,18.71,88,79,95,102.66,Food,FALSE,0.308333333,0.837837838,0.95,2.725969126,0.218415119,0.781584881,0.809664238
Recycled Paper,52.93,7.13,79,97,68,77.24,Food,FALSE,0.383333333,0.716216216,0.68,1.459285822,0.217084514,0.782915486,0.700760403
Cotton Padding,28.18,11.45,73,176,73,99.12,Food,FALSE,0.7125,0.635135135,0.73,3.517388094,0.219246477,0.780753523,0.603603921
Palm Leaf,28.27,1.36,74,136,59,89.46,Food,FALSE,0.545833333,0.648648649,0.59,3.164485208,0.218875765,0.781124235,0.62141732
Paperboard,21.57,14.3,68,66,64,52.09,Food,FALSE,0.254166667,0.567567568,0.64,2.414928029,0.218088382,0.781911618,0.680206508
Jute Fiber,66.33,9.76,62,154,78,64.06,Food,FALSE,0.620833333,0.486486486,0.78,0.96577716,0.216566101,0.783433899,0.592596087
Starch Foam,25.95,5.74,100,68,69,55.16,Food,FALSE,0.2625,1,0.69,2.125626122,0.21778448,0.78221552,0.81792888
Cornstarch Polymer,29.54,5.77,72,100,34,53.87,Food,FALSE,0.395833333,0.621621622,0.34,1.823628916,0.217467243,0.782532757,0.601161342
Hemp Fiber,58.92,23.59,99,120,47,3.93,Food,FALSE,0.479166667,0.986486486,0.47,0.06670061,0.215621653,0.784378347,0.716248866
Seaweed-based,34.01,4.27,73,114,68,69.51,Food,FALSE,0.454166667,0.635135135,0.68,2.043810584,0.217698536,0.782301464,0.65857424
Recycled Paper,37.39,9.82,54,136,91,118.19,Food,FALSE,0.545833333,0.378378378,0.91,3.161005532,0.21887211,0.78112789,0.604337153
Bagasse (Sugarcane),16.87,16.56,81,165,36,131.95,Food,FALSE,0.666666667,0.743243243,0.36,7.8215763,0.223767873,0.776232127,0.572364338
PLA Bioplastic,20.65,9.82,92,117,68,129.42,Food,FALSE,0.466666667,0.891891892,0.68,6.267312045,0.222135174,0.777864826,0.731367107
Glassine Paper,50.55,9.12,84,72,68,98.27,Food,FALSE,0.279166667,0.783783784,0.68,1.944015787,0.217593705,0.782406295,0.746945042
Wheat Straw,27.31,1.38,91,118,52,35.01,Food,FALSE,0.470833333,0.878378378,0.52,1.281947957,0.216898227,0.783101773,0.695580624
Jute Fiber,35.85,4.18,97,38,33,64.25,Food,FALSE,0.1375,0.959459459,0.33,1.792189629,0.217434217,0.782565783,0.765104284
PLA-coated Paper,37.45,1.78,74,82,97,44.73,Food,FALSE,0.320833333,0.648648649,0.97,1.194392491,0.216806253,0.783193747,0.754184698
Paperboard,25.8,9.86,82,129,69,114.24,Food,FALSE,0.516666667,0.756756757,0.69,4.427906805,0.220202944,0.779797056,0.680809624
Wheat Straw,23.15,0.43,87,8,51,39.26,Food,FALSE,0.0125,0.824324324,0.51,1.695896255,0.217333065,0.782666935,0.791839031
Glassine Paper,42.46,6.84,84,58,58,59.94,Food,FALSE,0.220833333,0.783783784,0.58,1.411681549,0.217034507,0.782965493,0.741668175
HDPE (Recycled),64.59,7.4,85,129,60,52.34,Food,FALSE,0.516666667,0.797297297,0.6,0.810342146,0.216402822,0.783597178,0.675921817
PLA-coated Paper,40.67,11.4,82,23,59,79.31,Food,FALSE,0.075,0.756756757,0.59,1.950086011,0.217600082,0.782399918,0.771877007
Cotton Padding,34.3,8.65,85,18,63,34.16,Food,FALSE,0.054166667,0.797297297,0.63,0.995918338,0.216597763,0.783402237,0.797498082
Recycled Paper,47.34,1.85,82,182,66,101.27,Food,FALSE,0.7375,0.756756757,0.66,2.1392057,0.217798745,0.782201255,0.620202341
Glassine Paper,47.24,4.65,84,101,45,122.08,Food,FALSE,0.4,0.783783784,0.45,2.58425058,0.218266249,0.781733751,0.670568573
Glassine Paper,37.09,2.36,70,125,44,121.22,Food,FALSE,0.5,0.594594595,0.44,3.268266291,0.218984783,0.781015217,0.586632183
Recycled Paper,38.76,7.77,77,58,100,65.16,Food,FALSE,0.220833333,0.689189189,1,1.681114508,0.217317537,0.782682463,0.797219039
Jute Fiber,61.71,8.32,71,74,93,44.17,Food,FALSE,0.2875,0.608108108,0.93,0.715767287,0.216303474,0.783696526,0.742481564
PLA-coated Paper,31.78,4.75,92,122,88,55.69,Food,FALSE,0.4875,0.891891892,0.88,1.75235992,0.217392378,0.782607622,0.767344473
Cellulose Film,0.09,12.87,97,122,40,19.97,Food,FALSE,0.4875,0.959459459,0.4,221.8864235,0.448635362,0.551364638,0.633803997
Cotton Padding,22.29,11.28,99,111,89,83.49,Food,FALSE,0.441666667,0.986486486,0.89,3.745625673,0.219486232,0.780513768,0.808657721
Cotton Padding,18.38,20.94,89,21,80,59.56,Food,FALSE,0.066666667,0.851351351,0.8,3.240478605,0.218955593,0.781044407,0.84399984
Cornstarch Polymer,15.35,9.87,82,125,69,83.25,Food,FALSE,0.5,0.756756757,0.69,5.423452415,0.221248729,0.778751271,0.684714845
HDPE (Recycled),59.92,8.71,81,5,93,113.42,Food,FALSE,0,0.743243243,0.93,1.892857111,0.217539965,0.782460035,0.854587982
Bagasse (Sugarcane),21.17,10.63,90,132,41,76.22,Food,FALSE,0.529166667,0.864864865,0.41,3.600377723,0.219333654,0.780666346,0.654334379
Cellulose Film,11.59,1.57,100,128,100,56.48,Food,FALSE,0.5125,1,1,4.873166102,0.220670673,0.779329327,0.816707332
Corrugated Cardboard,43.39,9.39,80,119,72,36.72,Food,FALSE,0.475,0.72972973,0.72,0.846277925,0.216440571,0.783559429,0.690058776
Kraft Paper,46.47,16.61,80,22,26,121.05,Food,FALSE,0.070833333,0.72972973,0.26,2.604906335,0.218287947,0.781712053,0.698638599
PLA Bioplastic,15.91,12.59,64,57,77,112.19,Food,FALSE,0.216666667,0.513513514,0.77,7.051539469,0.222958977,0.777041023,0.698147643
Bamboo Fiber,51.61,14.18,75,105,79,82.3,Food,FALSE,0.416666667,0.662162162,0.79,1.594652168,0.217226711,0.782773289,0.698175304
Cotton Padding,35.02,12.38,83,102,85,41.15,Food,FALSE,0.404166667,0.77027027,0.85,1.175042799,0.216785927,0.783214073,0.745842933
Bagasse (Sugarcane),23.04,3.91,80,176,58,18.12,Food,FALSE,0.7125,0.72972973,0.58,0.786458299,0.216377732,0.783622268,0.602699486
Mushroom Packaging,31.85,9.82,92,183,72,105.24,Food,FALSE,0.741666667,0.891891892,0.72,3.304238515,0.219022571,0.780977429,0.671395258
Recycled Paper,42.08,22.24,74,69,69,82.23,Food,FALSE,0.266666667,0.648648649,0.69,1.954134935,0.217604335,0.782395665,0.711526844
Glassine Paper,35.54,10.44,66,104,62,86.26,Food,FALSE,0.4125,0.540540541,0.62,2.427124299,0.218101194,0.781898806,0.628511864
Mushroom Packaging,16.93,21.44,64,119,65,61.75,Food,FALSE,0.475,0.513513514,0.65,3.647371314,0.21938302,0.78061698,0.610458299
Kraft Paper,31.53,9.83,74,48,83,106.23,Food,FALSE,0.179166667,0.648648649,0.83,3.36917211,0.219090781,0.780909219,0.761030233
Seaweed-based,21.62,16.71,83,83,75,49.64,Food,FALSE,0.325,0.77027027,0.75,2.296022095,0.217963475,0.782036525,0.745340212
Wheat Straw,22.96,10.74,87,122,52,28.78,Food,FALSE,0.4875,0.824324324,0.52,1.253484266,0.216868327,0.783131673,0.675205216
Cotton Padding,47.54,22.93,100,177,100,72.29,Food,FALSE,0.716666667,1,1,1.520614188,0.217148937,0.782851063,0.766546099
Cellulose Film,19.72,1.55,74,46,92,26.92,Food,FALSE,0.170833333,0.648648649,0.92,1.365111493,0.216985587,0.783014413,0.781639865
Paperboard,33.09,20.01,75,140,69,46.62,Food,FALSE,0.5625,0.662162162,0.69,1.408884817,0.217031569,0.782968431,0.641765756
Mushroom Packaging,39.98,15.69,74,75,81,48.26,Food,FALSE,0.291666667,0.648648649,0.81,1.207103522,0.216819605,0.783180395,0.729473027
Cellulose Film,50.78,10.34,99,161,64,80.05,Food,FALSE,0.65,0.986486486,0.64,1.576408004,0.217207546,0.782792454,0.707144059
Bagasse (Sugarcane),40.33,8.22,81,6,97,62.51,Food,FALSE,0.004166667,0.743243243,0.97,1.549962768,0.217179767,0.782820233,0.861636365
Palm Leaf,40.5,3.2,87,158,100,24.96,Food,FALSE,0.6375,0.824324324,1,0.616296281,0.216198983,0.783801017,0.733872551
HDPE (Recycled),70.23,14.62,80,80,69,111.15,Food,FALSE,0.3125,0.72972973,0.69,1.582656962,0.217214111,0.782785889,0.724490391
Seaweed-based,10.53,22.91,76,141,100,33.27,Food,FALSE,0.566666667,0.675675676,1,3.159543859,0.218870574,0.781129426,0.706318392
Hemp Fiber,53.41,22.95,62,67,45,97.85,Food,FALSE,0.258333333,0.486486486,0.45,1.832053888,0.217476093,0.782523907,0.616993589
Wheat Straw,39.14,12.59,66,58,54,93.23,Food,FALSE,0.220833333,0.540540541,0.54,2.381962126,0.218053752,0.781946248,0.660440391
Recycled Paper,44.31,3.37,77,16,78,18.07,Food,FALSE,0.045833333,0.689189189,0.78,0.407808612,0.215979974,0.784020026,0.79730343
Bagasse (Sugarcane),19.94,20.7,73,97,75,68.72,Food,FALSE,0.383333333,0.635135135,0.75,3.446338844,0.219171842,0.780828158,0.689914247
Paperboard,41.36,8.05,75,138,43,65.92,Food,FALSE,0.554166667,0.662162162,0.43,1.593810406,0.217225827,0.782774173,0.591800525
Seaweed-based,37.46,8.87,66,85,68,53.11,Food,FALSE,0.333333333,0.540540541,0.68,1.417778926,0.217040912,0.782959088,0.660568601
Cellulose Film,39.09,9.51,93,130,80,85.83,Food,FALSE,0.520833333,0.905405405,0.8,2.195702169,0.217858093,0.782141907,0.746948765
Cellulose Film,44.92,5.22,66,80,58,123.24,Food,FALSE,0.3125,0.540540541,0.58,2.743544017,0.218433581,0.781566419,0.645428767
HDPE (Recycled),48.96,6.45,80,72,54,94.25,Food,FALSE,0.279166667,0.72972973,0.54,1.92504081,0.217573773,0.782426227,0.702733809
Glassine Paper,47.06,8.27,70,46,58,40.93,Food,FALSE,0.170833333,0.594594595,0.58,0.869740738,0.216465218,0.783534782,0.697553741
Palm Leaf,36.26,11.01,80,92,83,17.47,Food,FALSE,0.3625,0.72972973,0.83,0.481798111,0.216057698,0.783942302,0.740279494
Bagasse (Sugarcane),34.3,21.66,98,155,70,62.39,Food,FALSE,0.625,0.972972973,0.7,1.818950384,0.217462329,0.782537671,0.72127631
HDPE (Recycled),71.51,14.35,80,142,52,71.7,Food,FALSE,0.570833333,0.72972973,0.52,1.002656957,0.216604841,0.783395159,0.626059375
Kraft Paper,37.84,10.05,100,112,60,41.78,Food,FALSE,0.445833333,1,0.6,1.104122592,0.216711427,0.783288573,0.75436381
HDPE (Recycled),52.28,17.18,77,18,65,70.15,Food,FALSE,0.054166667,0.689189189,0.65,1.341813287,0.216961113,0.783038887,0.768974812
