ProductID,ProductName,ProductCategory,Weight_g,FragilityLevel,Dimensions_cm,MaterialType,SustainabilityScore,Material_Type_ID,Strength_mpa,Weight_Capacity_kg,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percent,SuggestedEcoMaterial,CostPerPackage
PROD-0836,Smartphone Model 625,Smartphone,322.96,1,26x39x8,Plastic,40.83,1,456.78,45.68,7.78,88.8,16.19,Molded Pulp,87.61
PROD-0837,Tablet Model 719,Tablet,1228.33,5,23x16x3,Composite,44.37,1,95.67,9.57,6.16,74.85,32.88,Molded Pulp,156.41
PROD-0838,Smartwatch Model 912,Smartwatch,1285.84,5,49x24x8,Aluminum,78.24,3,418.87,41.89,7.27,35.44,81.93,Bio-Polymer,192.88
PROD-0839,Laptop Model 230,Laptop,1567.96,5,28x7x7,Plastic,28.49,1,83.61,8.36,4.71,85.93,16.07,Bio-Polymer,170.1
PROD-0840,Headphones Model 270,Headphones,2141.44,5,37x38x2,Composite,63.54,3,332.77,33.28,8.78,63.38,47.37,Bio-Polymer,225.52
PROD-0841,Laptop Model 282,Laptop,2723.0,1,33x27x5,Aluminum,70.57,1,83.76,8.38,3.82,27.02,92.16,Recycled PET,169.12
PROD-0842,Smartwatch Model 138,Smartwatch,456.32,4,9x38x17,Cardboard,73.83,3,462.31,46.23,3.47,23.87,99.88,Molded Pulp,138.57
PROD-0843,Smartphone Model 615,Smartphone,210.33,2,44x7x12,Plastic,29.9,2,286.85,28.69,3.72,78.72,25.06,Molded Pulp,80.7
PROD-0844,Headphones Model 496,Headphones,104.67,5,46x18x2,Aluminum,88.01,4,171.34,17.13,7.97,27.73,93.56,Molded Pulp,106.75
PROD-0845,Laptop Model 260,Laptop,473.68,2,32x19x5,Composite,37.51,3,78.76,7.88,5.46,77.29,26.14,Molded Pulp,72.41
PROD-0846,Headphones Model 525,Headphones,1990.95,2,24x29x4,Aluminum,48.15,2,191.88,19.19,5.83,66.44,41.35,Recycled PET,157.68
PROD-0847,Smartwatch Model 993,Smartwatch,2196.06,5,43x26x4,Plastic,86.62,1,355.46,35.55,8.48,28.49,87.79,Bio-Polymer,231.37
PROD-0848,Laptop Model 410,Laptop,2370.19,4,32x14x17,Cardboard,81.17,2,198.63,19.86,8.5,36.12,78.62,Bio-Polymer,208.35
PROD-0849,Tablet Model 269,Tablet,768.94,2,27x23x2,Composite,61.27,2,130.59,13.06,2.46,31.09,85.75,Recycled PET,91.22
PROD-0850,Laptop Model 513,Laptop,952.39,3,5x30x3,Aluminum,71.81,4,292.93,29.29,5.95,38.86,80.03,Bio-Polymer,130.38
PROD-0851,Tablet Model 858,Tablet,1475.25,2,6x32x11,Cardboard,22.64,1,214.73,21.47,2.13,82.11,23.51,Molded Pulp,134.95
PROD-0852,Headphones Model 240,Headphones,236.39,5,31x32x16,Plastic,68.79,3,91.25,9.12,8.82,57.76,55.88,Recycled PET,105.26
PROD-0853,Laptop Model 515,Laptop,1852.87,1,11x12x12,Composite,57.25,3,85.45,8.55,8.53,69.21,38.53,Recycled PET,127.94
PROD-0854,Tablet Model 990,Tablet,2952.02,2,30x29x8,Cardboard,62.16,3,356.66,35.67,8.64,65.79,45.97,Molded Pulp,223.32
PROD-0855,Camera Model 128,Camera,1114.38,4,24x34x2,Plastic,38.61,1,487.59,48.76,7.34,88.14,15.4,Recycled PET,173.88
PROD-0856,Camera Model 576,Camera,2270.9,3,22x12x9,Composite,39.75,3,124.22,12.42,5.2,73.16,31.58,Molded Pulp,180.33
PROD-0857,Camera Model 344,Camera,1525.1,3,26x36x9,Aluminum,70.03,4,388.84,38.88,4.64,33.5,85.76,Recycled PET,168.78
PROD-0858,Smartwatch Model 796,Smartwatch,427.04,1,18x6x4,Cardboard,72.08,2,52.93,5.29,4.56,31.16,89.76,Bio-Polymer,53.17
PROD-0859,Smartwatch Model 338,Smartwatch,1767.6,1,11x7x16,Plastic,42.99,1,196.97,19.7,1.6,52.46,61.02,Molded Pulp,134.33
PROD-0860,Smartphone Model 365,Smartphone,934.63,2,47x38x19,Aluminum,68.06,3,258.28,25.83,9.54,61.8,49.83,Bio-Polymer,112.49
PROD-0861,Camera Model 458,Camera,151.49,5,22x38x5,Composite,62.98,2,141.69,14.17,5.05,45.53,71.28,Recycled PET,108.92
PROD-0862,Smartwatch Model 488,Smartwatch,1923.04,4,43x22x12,Cardboard,74.02,2,269.49,26.95,9.37,50.75,60.89,Recycled PET,193.09
PROD-0863,Smartphone Model 788,Smartphone,2583.85,3,44x33x13,Plastic,94.67,4,442.48,44.25,8.91,19.87,98.37,Recycled PET,229.54
PROD-0864,Tablet Model 528,Tablet,1067.07,1,22x35x16,Cardboard,45.24,3,472.77,47.28,8.46,85.52,19.01,Recycled PET,126.2
PROD-0865,Camera Model 475,Camera,1201.37,4,44x34x5,Aluminum,52.12,1,59.27,5.93,6.29,67.53,44.9,Recycled PET,135.42
PROD-0866,Camera Model 423,Camera,2678.51,5,32x19x12,Aluminum,62.75,2,143.2,14.32,1.91,27.14,91.82,Bio-Polymer,233.43
PROD-0867,Laptop Model 392,Laptop,2450.15,3,37x6x9,Plastic,70.55,4,489.78,48.98,3.92,28.08,91.47,Molded Pulp,226.86
PROD-0868,Smartphone Model 531,Smartphone,2159.11,3,37x39x19,Cardboard,55.45,2,142.51,14.25,6.43,60.52,49.53,Recycled PET,175.9
PROD-0869,Smartphone Model 684,Smartphone,783.95,5,30x25x14,Cardboard,12.57,4,349.43,34.94,1.12,89.8,13.48,Recycled PET,159.43
PROD-0870,Smartphone Model 988,Smartphone,2735.14,3,24x8x5,Aluminum,54.43,4,134.19,13.42,1.38,33.75,81.5,Recycled PET,206.32
PROD-0871,Smartwatch Model 239,Smartwatch,505.53,5,38x17x8,Cardboard,63.51,2,184.62,18.46,7.1,54.28,58.52,Bio-Polymer,128.05
PROD-0872,Tablet Model 904,Tablet,1898.97,3,11x21x11,Cardboard,82.37,2,103.73,10.37,8.99,39.9,77.32,Recycled PET,160.11
PROD-0873,Headphones Model 479,Headphones,134.96,2,16x34x17,Cardboard,62.54,3,429.59,42.96,8.7,59.99,46.25,Recycled PET,88.6
PROD-0874,Camera Model 906,Camera,1948.97,5,38x26x10,Plastic,22.29,1,442.5,44.25,2.51,80.69,20.39,Recycled PET,226.22
PROD-0875,Camera Model 443,Camera,867.58,4,16x21x17,Aluminum,38.24,4,155.49,15.55,9.2,94.57,2.4,Molded Pulp,128.52
PROD-0876,Tablet Model 161,Tablet,1376.55,2,9x23x18,Composite,62.62,4,413.56,41.36,7.27,58.22,55.91,Molded Pulp,151.76
PROD-0877,Headphones Model 325,Headphones,1068.53,4,26x39x18,Plastic,39.45,2,185.54,18.55,7.45,85.27,16.1,Recycled PET,141.66
PROD-0878,Smartphone Model 810,Smartphone,559.63,3,19x23x16,Aluminum,26.17,2,58.52,5.85,3.74,85.73,18.71,Molded Pulp,88.3
PROD-0879,Smartwatch Model 871,Smartwatch,1884.84,4,30x39x12,Plastic,55.95,2,381.46,38.15,7.44,68.67,43.63,Recycled PET,202.29
PROD-0880,Tablet Model 683,Tablet,2651.83,2,27x14x16,Composite,56.08,1,302.26,30.23,7.39,65.3,44.21,Recycled PET,201.11
PROD-0881,Smartwatch Model 960,Smartwatch,2879.3,5,15x30x2,Plastic,41.87,2,144.45,14.44,6.35,79.08,27.44,Molded Pulp,241.05
PROD-0882,Camera Model 984,Camera,617.42,1,40x25x9,Plastic,24.78,4,133.97,13.4,4.22,87.76,13.19,Molded Pulp,67.89
PROD-0883,Tablet Model 592,Tablet,2166.25,4,24x21x16,Composite,89.89,4,488.06,48.81,8.3,25.07,94.5,Recycled PET,227.44
PROD-0884,Camera Model 429,Camera,2009.8,1,25x5x4,Cardboard,45.65,4,432.63,43.26,9.44,87.48,13.16,Molded Pulp,168.75
PROD-0885,Tablet Model 325,Tablet,1062.96,4,35x35x18,Aluminum,56.36,1,406.8,40.68,8.83,68.13,35.08,Molded Pulp,164.7
PROD-0886,Smartphone Model 317,Smartphone,106.34,4,26x26x5,Composite,31.04,1,72.73,7.27,3.19,75.72,30.49,Molded Pulp,81.07
PROD-0887,Smartphone Model 852,Smartphone,2084.88,5,12x12x15,Plastic,72.02,1,380.04,38.0,5.01,31.33,86.63,Bio-Polymer,227.04
PROD-0888,Laptop Model 358,Laptop,2839.21,3,42x28x16,Cardboard,40.93,1,115.12,11.51,4.08,66.14,41.01,Bio-Polymer,206.88
PROD-0889,Camera Model 616,Camera,1914.75,2,24x31x10,Plastic,36.91,3,488.92,48.89,7.37,88.58,12.4,Bio-Polymer,184.9
PROD-0890,Headphones Model 153,Headphones,1334.11,2,27x9x14,Cardboard,34.55,3,35.52,3.55,8.48,98.75,1.03,Bio-Polymer,108.88
PROD-0891,Smartphone Model 620,Smartphone,1599.2,2,43x21x9,Plastic,55.09,3,182.55,18.25,2.94,40.79,72.19,Bio-Polymer,137.97
PROD-0892,Tablet Model 119,Tablet,638.9,3,9x11x9,Aluminum,80.97,2,220.04,22.0,9.53,44.32,71.45,Recycled PET,109.16
PROD-0893,Laptop Model 852,Laptop,2264.11,1,11x26x13,Aluminum,53.45,1,413.86,41.39,7.1,67.47,41.78,Molded Pulp,179.2
PROD-0894,Headphones Model 990,Headphones,2251.94,2,42x25x5,Plastic,19.44,1,385.45,38.54,2.97,93.15,12.63,Bio-Polymer,188.88
PROD-0895,Laptop Model 518,Laptop,479.28,1,36x33x4,Composite,39.66,3,193.75,19.37,4.34,69.56,37.16,Molded Pulp,70.0
PROD-0896,Laptop Model 949,Laptop,2640.04,3,9x23x9,Plastic,43.16,3,287.12,28.71,1.94,52.95,58.99,Recycled PET,215.22
PROD-0897,Camera Model 244,Camera,844.11,3,41x35x14,Plastic,67.73,1,419.44,41.94,6.37,44.03,70.39,Molded Pulp,137.54
PROD-0898,Tablet Model 259,Tablet,2947.66,5,46x10x2,Composite,14.79,3,18.92,1.89,2.52,92.99,7.82,Molded Pulp,235.04
PROD-0899,Tablet Model 880,Tablet,1179.56,2,34x15x10,Composite,62.33,2,403.07,40.31,7.24,51.53,55.63,Recycled PET,140.08
PROD-0900,Headphones Model 188,Headphones,574.76,5,35x20x16,Plastic,47.11,2,473.98,47.4,7.64,78.8,27.61,Recycled PET,160.83
PROD-0901,Smartphone Model 679,Smartphone,1087.57,2,9x19x2,Cardboard,58.29,2,25.71,2.57,5.31,55.29,61.73,Molded Pulp,98.49
PROD-0902,Camera Model 456,Camera,1348.53,3,19x12x3,Aluminum,46.27,4,32.33,3.23,1.84,50.15,64.81,Molded Pulp,124.92
PROD-0903,Laptop Model 366,Laptop,254.46,3,34x16x3,Cardboard,80.63,4,178.81,17.88,6.5,31.07,91.06,Recycled PET,85.78
PROD-0904,Smartphone Model 422,Smartphone,1755.74,4,42x26x18,Composite,42.02,1,53.01,5.3,4.35,68.96,41.04,Bio-Polymer,163.6
PROD-0905,Tablet Model 640,Tablet,1813.02,4,39x27x19,Aluminum,70.44,4,244.85,24.48,9.55,56.69,53.76,Bio-Polymer,186.65
PROD-0906,Smartphone Model 294,Smartphone,2229.84,3,23x21x9,Plastic,38.57,3,367.07,36.71,5.62,79.75,26.82,Bio-Polymer,201.26
PROD-0907,Smartphone Model 837,Smartphone,136.05,3,11x15x4,Aluminum,23.79,2,287.78,28.78,1.65,79.22,28.66,Bio-Polymer,92.87
PROD-0908,Smartwatch Model 269,Smartwatch,1646.65,1,6x23x12,Plastic,29.66,2,106.25,10.63,6.72,93.12,4.6,Molded Pulp,119.13
PROD-0909,Smartphone Model 562,Smartphone,206.08,1,44x6x13,Plastic,49.22,4,330.86,33.09,8.01,78.0,28.61,Bio-Polymer,68.84
PROD-0910,Smartphone Model 360,Smartphone,2118.38,5,45x16x19,Composite,13.61,2,345.58,34.56,2.44,94.7,6.38,Bio-Polymer,224.68
PROD-0911,Tablet Model 325,Tablet,214.4,4,29x35x18,Cardboard,78.0,2,466.9,46.69,5.04,25.84,96.39,Recycled PET,126.53
PROD-0912,Smartwatch Model 137,Smartwatch,2739.6,4,16x34x3,Composite,68.21,2,81.93,8.19,7.69,50.8,62.43,Recycled PET,215.46
PROD-0913,Tablet Model 275,Tablet,2121.14,3,20x5x3,Composite,15.13,3,349.24,34.92,1.18,81.23,17.31,Recycled PET,196.48
PROD-0914,Laptop Model 553,Laptop,1546.8,3,49x5x5,Aluminum,12.05,4,456.6,45.66,1.26,91.54,11.68,Recycled PET,178.36
PROD-0915,Headphones Model 415,Headphones,1352.44,5,7x38x13,Cardboard,50.58,2,255.77,25.58,7.09,66.27,37.01,Molded Pulp,178.36
PROD-0916,Headphones Model 895,Headphones,435.48,4,49x31x19,Cardboard,48.56,2,187.28,18.73,7.53,77.94,30.76,Molded Pulp,110.93
PROD-0917,Headphones Model 692,Headphones,908.45,1,41x29x13,Cardboard,51.21,2,93.67,9.37,8.61,76.12,27.93,Molded Pulp,77.6
PROD-0918,Laptop Model 139,Laptop,2613.43,2,37x13x2,Cardboard,46.48,1,434.73,43.47,4.6,60.28,46.82,Bio-Polymer,213.88
PROD-0919,Headphones Model 323,Headphones,2718.14,5,27x32x4,Aluminum,72.8,3,203.18,20.32,4.51,25.43,91.29,Bio-Polymer,239.84
PROD-0920,Camera Model 448,Camera,52.21,2,42x9x14,Aluminum,57.97,4,463.19,46.32,5.97,52.77,56.81,Molded Pulp,88.89
PROD-0921,Tablet Model 797,Tablet,1802.7,1,48x8x7,Composite,62.54,2,425.4,42.54,7.82,57.99,52.12,Bio-Polymer,158.98
PROD-0922,Tablet Model 667,Tablet,2171.94,1,42x10x12,Composite,75.47,3,194.55,19.46,6.77,33.76,80.65,Bio-Polymer,152.14
PROD-0923,Laptop Model 139,Laptop,1875.3,2,31x39x9,Cardboard,16.03,2,291.22,29.12,3.95,99.08,0.4,Bio-Polymer,162.18
PROD-0924,Tablet Model 848,Tablet,290.96,5,8x31x17,Composite,28.32,4,23.32,2.33,4.12,81.12,19.74,Bio-Polymer,101.03
PROD-0925,Smartphone Model 361,Smartphone,692.29,2,22x11x12,Aluminum,61.24,4,138.98,13.9,7.87,59.8,49.62,Bio-Polymer,87.8
PROD-0926,Tablet Model 435,Tablet,788.5,5,12x10x17,Composite,65.57,1,358.03,35.8,5.81,46.42,70.53,Recycled PET,160.78
PROD-0927,Smartwatch Model 452,Smartwatch,2503.59,5,9x10x7,Plastic,36.63,1,342.18,34.22,1.88,60.3,48.5,Molded Pulp,245.18
PROD-0928,Tablet Model 670,Tablet,1416.44,3,6x35x8,Composite,19.33,1,183.15,18.32,2.38,88.15,16.37,Molded Pulp,145.61
PROD-0929,Smartphone Model 880,Smartphone,1486.14,4,36x13x16,Aluminum,90.44,1,406.22,40.62,8.66,23.09,93.0,Bio-Polymer,183.92
PROD-0930,Tablet Model 656,Tablet,2807.93,4,25x32x14,Cardboard,59.68,2,125.56,12.56,9.99,74.87,32.87,Bio-Polymer,223.64
PROD-0931,Smartphone Model 792,Smartphone,1929.4,1,31x9x18,Plastic,63.38,3,236.02,23.6,4.02,39.22,78.82,Recycled PET,145.92
PROD-0932,Laptop Model 455,Laptop,2701.07,3,41x28x4,Plastic,71.41,2,241.54,24.15,4.48,31.54,89.14,Molded Pulp,215.86
PROD-0933,Tablet Model 521,Tablet,1396.7,4,45x8x12,Plastic,30.35,1,177.0,17.7,2.39,72.69,34.64,Recycled PET,156.6
PROD-0934,Smartwatch Model 106,Smartwatch,490.84,5,21x14x6,Composite,63.2,1,477.79,47.78,3.12,33.72,84.53,Recycled PET,155.32
PROD-0935,Headphones Model 846,Headphones,2793.31,5,25x25x18,Composite,61.93,2,351.38,35.14,4.82,40.58,71.08,Molded Pulp,259.53
PROD-0936,Headphones Model 925,Headphones,1403.18,2,20x37x11,Plastic,68.49,2,274.21,27.42,3.56,26.89,90.43,Recycled PET,140.39
PROD-0937,Smartphone Model 130,Smartphone,585.81,2,48x22x2,Plastic,44.33,3,260.15,26.02,7.31,78.29,25.13,Recycled PET,94.21
PROD-0938,Laptop Model 493,Laptop,942.07,5,33x35x13,Cardboard,79.24,3,88.06,8.81,5.84,26.15,93.13,Molded Pulp,141.4
PROD-0939,Tablet Model 536,Tablet,199.87,5,24x10x9,Cardboard,37.52,4,192.37,19.24,8.4,93.72,6.53,Molded Pulp,112.01
PROD-0940,Camera Model 650,Camera,1431.49,2,18x9x5,Plastic,77.7,3,339.66,33.97,7.52,37.88,79.37,Molded Pulp,147.36
PROD-0941,Laptop Model 455,Laptop,2566.73,4,42x7x5,Cardboard,34.75,3,463.04,46.3,2.15,70.08,43.57,Recycled PET,242.76
PROD-0942,Laptop Model 817,Laptop,2804.06,1,26x12x15,Aluminum,19.12,1,410.07,41.01,2.11,87.01,17.79,Bio-Polymer,203.82
PROD-0943,Headphones Model 623,Headphones,2801.18,2,11x8x12,Composite,41.01,1,157.19,15.72,9.06,96.47,7.94,Bio-Polymer,195.88
PROD-0944,Laptop Model 323,Laptop,419.43,4,28x20x7,Cardboard,56.88,4,222.64,22.26,8.38,66.47,38.95,Bio-Polymer,113.35
PROD-0945,Headphones Model 145,Headphones,1177.06,4,48x12x11,Aluminum,44.2,4,50.63,5.06,5.21,68.68,38.93,Recycled PET,135.34
PROD-0946,Tablet Model 212,Tablet,133.27,4,47x21x15,Composite,22.49,3,60.06,6.01,2.17,82.04,23.0,Recycled PET,83.52
PROD-0947,Smartphone Model 116,Smartphone,2572.74,3,7x13x19,Cardboard,49.28,3,240.41,24.04,9.09,82.89,21.55,Bio-Polymer,205.68
PROD-0948,Laptop Model 799,Laptop,1108.33,3,34x9x7,Composite,36.28,4,269.81,26.98,3.08,71.73,39.95,Molded Pulp,137.25
PROD-0949,Headphones Model 774,Headphones,1911.8,4,7x20x16,Aluminum,29.89,4,139.37,13.94,1.32,65.7,41.01,Molded Pulp,178.83
PROD-0950,Camera Model 566,Camera,2158.95,5,29x12x10,Aluminum,63.81,1,324.96,32.5,9.32,65.26,44.24,Recycled PET,224.11
PROD-0951,Camera Model 554,Camera,1318.04,3,8x36x14,Composite,85.25,4,354.66,35.47,8.28,25.64,86.88,Bio-Polymer,156.8
PROD-0952,Laptop Model 332,Laptop,954.0,2,39x34x8,Plastic,65.64,1,156.57,15.66,7.24,51.95,61.13,Recycled PET,104.4
PROD-0953,Laptop Model 930,Laptop,2888.53,3,34x21x18,Cardboard,6.45,1,381.63,38.16,1.31,99.38,2.04,Recycled PET,236.78
PROD-0954,Smartwatch Model 671,Smartwatch,2895.24,5,6x33x12,Plastic,54.17,4,110.75,11.07,5.76,58.37,51.91,Bio-Polymer,240.5
PROD-0955,Camera Model 136,Camera,903.84,1,26x15x2,Aluminum,73.28,4,276.68,27.67,6.88,39.79,76.25,Recycled PET,97.59
PROD-0956,Headphones Model 377,Headphones,1464.89,3,23x7x9,Composite,34.72,3,404.1,40.41,7.83,94.36,5.64,Molded Pulp,167.99
PROD-0957,Smartwatch Model 963,Smartwatch,2919.89,4,26x22x14,Cardboard,46.32,3,273.13,27.31,5.24,63.75,42.26,Molded Pulp,242.88
PROD-0958,Smartwatch Model 341,Smartwatch,64.36,4,34x5x18,Cardboard,65.39,1,454.9,45.49,9.58,61.93,45.12,Bio-Polymer,118.05
PROD-0959,Smartwatch Model 830,Smartwatch,1267.4,4,9x16x12,Plastic,70.05,1,38.67,3.87,3.2,21.97,95.4,Recycled PET,137.36
PROD-0960,Smartphone Model 623,Smartphone,346.35,1,28x22x9,Cardboard,35.05,4,298.27,29.83,1.63,59.36,47.57,Molded Pulp,71.56
PROD-0961,Camera Model 500,Camera,1552.02,5,33x26x14,Cardboard,60.97,2,285.26,28.53,3.99,37.34,74.99,Bio-Polymer,191.55
PROD-0962,Laptop Model 985,Laptop,122.78,2,6x27x17,Cardboard,46.0,2,333.57,33.36,6.96,74.11,30.29,Bio-Polymer,78.91
PROD-0963,Smartphone Model 121,Smartphone,1250.35,5,48x12x5,Aluminum,77.3,4,418.37,41.84,7.63,36.94,77.93,Bio-Polymer,190.0
PROD-0964,Laptop Model 219,Laptop,701.06,1,18x13x12,Plastic,49.95,1,365.67,36.57,7.65,74.45,32.27,Recycled PET,96.01
PROD-0965,Tablet Model 309,Tablet,1623.26,4,42x20x14,Aluminum,33.79,1,397.24,39.72,2.0,63.15,43.0,Bio-Polymer,191.49
PROD-0966,Laptop Model 369,Laptop,2988.18,5,40x21x15,Composite,64.63,2,151.52,15.15,8.97,59.77,47.95,Recycled PET,248.71
PROD-0967,Headphones Model 815,Headphones,2411.58,2,33x21x2,Composite,69.69,3,199.87,19.99,3.53,24.66,92.64,Bio-Polymer,181.45
PROD-0968,Smartwatch Model 862,Smartwatch,2544.64,4,24x37x3,Plastic,14.76,1,317.12,31.71,2.89,96.6,5.35,Recycled PET,227.17
PROD-0969,Tablet Model 480,Tablet,1924.03,2,21x27x2,Composite,37.93,4,281.2,28.12,6.53,81.86,19.69,Molded Pulp,164.32
PROD-0970,Smartwatch Model 106,Smartwatch,172.6,3,16x17x15,Aluminum,53.97,1,480.94,48.09,2.91,42.51,70.57,Recycled PET,111.16
PROD-0971,Headphones Model 132,Headphones,660.05,2,14x16x19,Aluminum,56.94,1,101.55,10.15,5.57,55.74,57.76,Molded Pulp,83.11
PROD-0972,Camera Model 978,Camera,2778.94,4,43x23x16,Aluminum,33.74,3,182.13,18.21,4.66,78.29,25.15,Molded Pulp,225.97
PROD-0973,Tablet Model 558,Tablet,1130.03,3,43x18x10,Aluminum,29.71,2,290.65,29.07,3.09,74.37,28.92,Bio-Polymer,140.37
PROD-0974,Laptop Model 637,Laptop,355.73,4,9x37x17,Plastic,36.55,3,435.3,43.53,3.63,70.44,36.73,Molded Pulp,130.21
PROD-0975,Laptop Model 529,Laptop,2122.1,4,9x28x9,Cardboard,46.41,4,465.38,46.54,4.85,62.31,45.03,Recycled PET,222.4
PROD-0976,Laptop Model 384,Laptop,933.4,3,23x16x9,Composite,65.54,4,174.66,17.47,4.12,29.03,81.8,Molded Pulp,118.8
PROD-0977,Smartwatch Model 198,Smartwatch,843.13,2,12x24x10,Plastic,18.57,3,42.88,4.29,4.43,99.29,1.38,Recycled PET,86.77
PROD-0978,Headphones Model 588,Headphones,2994.03,1,38x22x2,Cardboard,84.36,4,216.59,21.66,7.62,29.9,89.8,Recycled PET,196.43
PROD-0979,Headphones Model 256,Headphones,2581.51,1,15x39x11,Plastic,34.84,4,203.23,20.32,2.52,66.91,41.3,Recycled PET,176.28
PROD-0980,Tablet Model 983,Tablet,1253.42,1,20x10x10,Composite,40.42,1,493.38,49.34,6.65,83.65,23.05,Bio-Polymer,136.5
PROD-0981,Laptop Model 786,Laptop,2941.77,1,44x26x17,Plastic,58.92,4,221.22,22.12,7.1,60.62,50.84,Recycled PET,194.08
PROD-0982,Camera Model 183,Camera,1967.83,5,12x36x19,Composite,72.46,1,159.8,15.98,8.22,45.52,65.97,Bio-Polymer,202.56
PROD-0983,Camera Model 558,Camera,2238.97,1,41x16x7,Plastic,37.19,4,189.03,18.9,8.63,100.52,4.48,Molded Pulp,155.63
PROD-0984,Tablet Model 806,Tablet,142.96,3,38x8x17,Plastic,52.66,2,204.49,20.45,2.43,43.38,71.58,Molded Pulp,83.55
PROD-0985,Smartphone Model 481,Smartphone,408.74,1,28x18x18,Aluminum,54.62,3,412.55,41.26,2.24,39.99,76.08,Bio-Polymer,87.27
PROD-0986,Smartwatch Model 539,Smartwatch,1917.6,4,35x8x19,Plastic,36.1,2,49.7,4.97,6.53,84.72,16.62,Molded Pulp,173.18
PROD-0987,Smartwatch Model 120,Smartwatch,2702.12,1,48x38x7,Plastic,41.32,3,165.09,16.51,7.81,83.48,16.79,Molded Pulp,175.18
PROD-0988,Headphones Model 183,Headphones,1890.04,2,42x7x9,Cardboard,26.03,1,483.5,48.35,3.45,81.53,20.38,Molded Pulp,181.31
PROD-0989,Camera Model 758,Camera,445.37,3,16x39x3,Aluminum,70.73,2,85.02,8.5,5.73,38.11,79.66,Molded Pulp,84.65
PROD-0990,Smartphone Model 552,Smartphone,391.49,3,33x27x2,Composite,48.12,3,373.87,37.39,7.95,81.66,27.2,Recycled PET,112.13
PROD-0991,Tablet Model 606,Tablet,2540.35,5,22x26x15,Aluminum,79.39,1,184.63,18.46,7.91,36.9,79.59,Molded Pulp,229.48
PROD-0992,Smartphone Model 669,Smartphone,460.94,4,33x19x16,Plastic,59.97,4,295.07,29.51,6.88,56.94,54.05,Recycled PET,120.42
PROD-0993,Smartwatch Model 626,Smartwatch,1584.68,3,49x8x5,Composite,52.87,4,58.78,5.88,1.71,40.56,76.72,Molded Pulp,139.19
PROD-0994,Laptop Model 262,Laptop,159.48,2,9x7x13,Plastic,39.04,1,160.14,16.01,1.46,58.47,55.37,Bio-Polymer,64.36
PROD-0995,Smartphone Model 892,Smartphone,287.98,1,24x24x8,Aluminum,38.13,3,255.42,25.54,4.5,70.23,33.58,Bio-Polymer,64.04
PROD-0996,Smartwatch Model 885,Smartwatch,2033.43,3,43x5x13,Aluminum,59.6,1,123.53,12.35,1.24,30.4,91.07,Recycled PET,170.17
PROD-0997,Smartwatch Model 307,Smartwatch,2083.09,2,7x13x10,Plastic,79.47,3,275.52,27.55,9.14,42.02,71.53,Bio-Polymer,170.58
PROD-0998,Tablet Model 683,Tablet,1057.33,1,35x32x4,Plastic,33.77,3,117.68,11.77,1.18,63.44,48.41,Recycled PET,89.65
PROD-0999,Smartwatch Model 529,Smartwatch,686.05,5,44x6x4,Plastic,43.31,3,328.55,32.85,1.27,46.87,63.74,Molded Pulp,151.77
PROD-1000,Smartphone Model 756,Smartphone,2450.45,3,18x21x4,Cardboard,46.9,4,453.13,45.31,2.49,52.8,61.58,Bio-Polymer,223.02
PROD-1001,Headphones Model 408,Headphones,690.45,3,8x34x8,Aluminum,48.06,3,51.89,5.19,6.64,68.48,35.81,Recycled PET,95.0
PROD-1002,Tablet Model 785,Tablet,1648.98,2,18x31x14,Cardboard,48.92,1,116.14,11.61,5.87,68.34,42.38,Recycled PET,135.65
PROD-1003,Laptop Model 298,Laptop,2906.22,4,24x28x11,Aluminum,46.84,4,423.77,42.38,6.94,75.83,31.83,Molded Pulp,258.38
PROD-1004,Tablet Model 448,Tablet,486.16,5,11x21x13,Aluminum,96.14,3,319.46,31.95,9.04,16.89,99.95,Molded Pulp,140.83
PROD-1005,Smartwatch Model 792,Smartwatch,2825.58,4,15x27x9,Composite,55.18,4,48.57,4.86,5.09,56.15,58.01,Bio-Polymer,216.75
PROD-1006,Smartwatch Model 477,Smartwatch,589.53,3,22x30x17,Composite,11.1,4,248.31,24.83,1.39,90.68,9.21,Recycled PET,110.06
PROD-1007,Tablet Model 657,Tablet,1723.96,4,34x17x5,Aluminum,62.63,3,112.78,11.28,7.87,60.76,51.91,Molded Pulp,169.52
PROD-1008,Smartphone Model 833,Smartphone,1162.17,1,47x31x9,Composite,36.23,3,107.56,10.76,8.31,96.29,5.0,Bio-Polymer,93.71
PROD-1009,Camera Model 554,Camera,2896.54,5,14x32x12,Aluminum,23.12,1,470.92,47.09,1.45,74.42,28.87,Recycled PET,276.84
PROD-1010,Smartphone Model 993,Smartphone,856.95,4,24x23x11,Aluminum,39.5,4,383.16,38.32,3.19,62.3,44.6,Molded Pulp,152.48
PROD-1011,Smartwatch Model 951,Smartwatch,1228.99,1,19x22x8,Plastic,63.8,2,351.15,35.12,7.94,65.06,53.43,Bio-Polymer,119.57
PROD-1012,Smartwatch Model 620,Smartwatch,2949.44,2,34x18x6,Composite,76.11,4,127.08,12.71,4.39,26.52,97.62,Bio-Polymer,199.97
PROD-1013,Camera Model 930,Camera,1632.59,4,45x34x18,Cardboard,79.95,3,68.1,6.81,5.25,21.0,98.22,Molded Pulp,159.13
