material_type,strength,weight_capacity,biodegradability_score,recyclability_percent,co2_emission_score,product_category,typical_weight,fragility_level,shape,material,recycling,weight,co2_impact_index,cost,cost_efficiency_index,material_suitability_score,final_sustainability_index
Coconut Coir,44,27,84,58,33.39,Stationery,0.37,High,can,metal,recycle,14.88,0.02907822041291073,41.85,0.023337222870478413,33.5,33.552415443283394
Bamboo Fiber,90,23,89,81,29.32,Stationery,2.42,High,box,plastic,compost,30.32,0.032981530343007916,52.61,0.018653236336504384,54.1,54.151634766679514
Cassava Biopolymer,55,21,52,89,14.95,Healthcare,2.4,High,bottle,plastic,compost,15.71,0.06269592476489029,31.93,0.030367446097783177,38.400000000000006,38.49306337086268
Coconut Coir,55,21,67,87,10.65,Baby Products,0.19,High,pouch,glass,reuse,15.59,0.08583690987124463,36.55,0.026631158455392812,41,41.11246806832664
Recycled PET Blend,74,11,31,100,34.83,Beverages,2.22,Medium,pouch,glass,reuse,11.04,0.027909572983533353,32.11,0.030202355783751134,45.1,45.15811192876728
Cornstarch Polymer,91,15,95,64,13.32,Fragile Goods,2.53,Low,bottle,glass,compost,12.89,0.06983240223463687,49.73,0.019712201852946976,54.599999999999994,54.68954460408758
Recycled Paper,52,25,33,66,7.25,Beverages,1.35,High,box,glass,recycle,21.75,0.12121212121212122,40.52,0.024084778420038533,27.9,28.04529689963216
Recycled PET Blend,51,7,87,74,14.79,Healthcare,1.76,Low,bottle,glass,compost,17.87,0.06333122229259025,25.63,0.03755163349605708,45.4,45.500882855788646
Wheat Straw Fiber,90,22,64,73,5.09,Home Decor,1.29,Medium,pouch,metal,reuse,15.68,0.16420361247947454,52.4,0.018726591760299626,47.8,47.98293020423977
Wheat Straw Fiber,59,12,54,99,22.02,Electronics,2.56,High,pouch,metal,recycle,16.01,0.043440486533449174,28.9,0.033444816053511704,44.699999999999996,44.776885302586955
Coconut Coir,79,22,91,79,14.19,Food,0.54,High,can,paper,compost,17.43,0.06583278472679395,42.89,0.0227842333105491,51.1,51.18861701803734
Algae Bioplastic,65,20,80,81,15.72,Home Decor,1.24,Low,box,glass,reuse,16.68,0.059808612440191394,40.47,0.024113817217265493,45.7,45.78392242965746
Recycled Paper,40,25,92,64,23.02,Fragile Goods,2.11,Medium,can,plastic,compost,27.01,0.041631973355537054,42.45,0.02301495972382048,35.7,35.76464693307936
PLA Bioplastic,46,11,55,42,15.36,Stationery,0.51,High,pouch,plastic,compost,18.14,0.06112469437652812,34.39,0.02825656965244419,29.899999999999995,29.989381264028967
Mushroom Packaging,42,9,68,85,5.46,Fragile Goods,1.45,Low,pouch,glass,compost,20.73,0.15479876160990713,25.83,0.03727171077152441,40.5,40.69207047238144
Bamboo Fiber,88,28,56,41,30.69,Baby Products,0.55,Low,can,glass,recycle,20.3,0.031555695803092455,61.56,0.0159846547314578,37.400000000000006,37.44754035053455
Sugarcane Bagasse,42,30,59,100,16.12,Cosmetics,0.42,High,can,glass,reuse,20.47,0.05841121495327103,36.29,0.026816840976133013,35.4,35.485228055929404
Wheat Straw Fiber,74,24,56,79,19.49,Electronics,0.11,High,pouch,glass,reuse,18.15,0.04880429477794046,45.88,0.021331058020477814,42,42.07013535279842
Wheat Straw Fiber,43,4,81,66,31.2,Beverages,0.9,High,can,glass,compost,17.63,0.03105590062111801,28.72,0.033647375504710635,41.1,41.164703276125834
Algae Bioplastic,43,5,61,69,34.58,Cosmetics,0.37,Medium,can,plastic,compost,23.22,0.028105677346824058,27.58,0.03498950314905529,37.400000000000006,37.463095180495884
Sugarcane Bagasse,93,5,63,68,28.67,Electronics,2.59,High,box,paper,compost,21.1,0.033704078193461405,44.93,0.021772262138036142,52.6,52.6554763403315
Palm Leaf Material,57,27,90,42,7.08,Healthcare,1.77,Low,pouch,glass,recycle,16.21,0.12376237623762376,44.69,0.02188662727073758,35.39999999999999,35.54564900350835
Hemp Fiber,83,16,71,89,30.61,Food,2.22,Medium,bottle,glass,reuse,5.7,0.03163555836760519,34.4,0.02824858757062147,52.10000000000001,52.159884145938236
Paper Pulp Mold,46,17,68,82,23.45,Healthcare,0.75,Medium,box,glass,compost,16.97,0.0408997955010225,34.55,0.028129395218002815,38.699999999999996,38.76902919071902
Wheat Straw Fiber,76,20,45,84,27.3,Food,0.39,Low,bottle,metal,reuse,13.2,0.0353356890459364,46.44,0.021079258010118045,42.6,42.65641494705606
Cassava Biopolymer,92,6,96,46,22.15,Food,0.43,Low,can,plastic,compost,15.38,0.04319654427645789,41.53,0.02351281448389372,54.2,54.26670935876035
Palm Leaf Material,57,27,90,42,7.08,Healthcare,1.77,Low,can,plastic,reuse,13.39,0.12376237623762376,44.88,0.021795989537925022,35.39999999999999,35.54555836577554
Mushroom Packaging,47,7,95,45,27.13,Stationery,2.68,High,bottle,paper,compost,25.8,0.03554923569143264,38.17,0.02552974214960429,40,40.061078977841035
Bamboo Fiber,41,11,83,75,14.12,Industrial Parts,1.65,Low,can,metal,recycle,25.76,0.06613756613756615,35.38,0.02748763056624519,40.6,40.693625196703806
Cassava Biopolymer,70,20,84,95,9.23,Food,0.86,Low,can,metal,compost,23.79,0.09775171065493646,37.99,0.025647601949217745,50.8,50.923399312604154
Mushroom Packaging,47,7,95,45,27.13,Stationery,2.68,High,box,metal,compost,18.33,0.03554923569143264,34.13,0.028465698832906346,40,40.06401493452434
Biodegradable Foam,66,12,46,61,19.55,Home Decor,2.51,High,bottle,paper,compost,16.67,0.048661800486618,40.01,0.0243842965130456,37.6,37.67304609699967
Palm Leaf Material,94,8,98,61,6.39,Stationery,2.62,Low,box,paper,compost,12.53,0.13531799729364005,49.76,0.019700551615445233,57.6,57.755018548909085
Bamboo Fiber,90,23,89,81,29.32,Stationery,2.42,High,bottle,paper,compost,24.57,0.032981530343007916,48.29,0.02028809089064719,54.1,54.153269621233655
Palm Leaf Material,46,16,72,68,19.3,Baby Products,2.65,High,box,metal,reuse,24.34,0.04926108374384236,32.73,0.029647198339756896,37,37.0789082820836
PLA Bioplastic,83,7,90,60,22.49,Home Decor,1.49,High,pouch,plastic,reuse,22.46,0.04257130693912303,42.2,0.023148148148148147,52.8,52.865719455087266
Palm Leaf Material,48,23,93,53,8.44,Clothing,0.34,Low,pouch,metal,recycle,14.46,0.10593220338983052,38.28,0.02545824847250509,36.7,36.83139045186234
Cornstarch Polymer,72,27,64,60,23.89,Home Decor,1.74,High,bottle,paper,compost,18.31,0.040176777822418644,50.86,0.01928268414963363,38.3,38.35945946197205
Eco-Foam Starch,89,5,50,64,12.43,Industrial Parts,0.57,Low,pouch,metal,reuse,19.4,0.07446016381236038,47.52,0.020610057708161583,48,48.09507022152052
Cornstarch Polymer,49,8,42,59,7.5,Home Decor,2.98,Low,box,glass,reuse,11.17,0.11764705882352941,33.62,0.028885037550548817,32.50000000000001,32.64653209637409
Jute Fiber,94,18,56,72,15.32,Food,0.51,Medium,bottle,metal,compost,27.14,0.061274509803921566,48.57,0.020173492031470647,48.4,48.48144800183539
PLA Bioplastic,82,13,49,75,9.26,Cosmetics,2.23,Low,pouch,metal,compost,13.24,0.09746588693957116,41.15,0.02372479240806643,45.5,45.62119067934764
Coconut Coir,58,20,89,70,18.94,Home Decor,1.92,Medium,pouch,plastic,recycle,16.1,0.05015045135406218,35.6,0.0273224043715847,43.2,43.27747285572565
Recycled Cardboard,80,16,97,41,22.82,Stationery,0.98,Medium,bottle,plastic,recycle,11.14,0.041981528127623846,53.73,0.01827151470856934,46.80000000000001,46.8602530428362
Algae Bioplastic,53,20,100,88,5.81,Food,1.36,High,pouch,plastic,reuse,18.98,0.14684287812041116,33.65,0.02886002886002886,47.5,47.67570290698044
Recycled HDPE,50,10,93,76,10.79,Baby Products,2.08,Low,pouch,glass,recycle,18.76,0.08481764206955048,30.34,0.03190810465858328,45.800000000000004,45.91672574672814
Mushroom Packaging,45,27,49,55,21.66,Baby Products,1.51,Low,bottle,plastic,reuse,24.9,0.0441306266548985,52.75,0.018604651162790697,26.199999999999996,26.262735277817683
Eco-Foam Starch,83,24,39,81,25.51,Baby Products,3,Medium,pouch,glass,recycle,15.26,0.03772161448509996,49.15,0.019940179461615155,41.7,41.75766179394672
Cornstarch Polymer,63,9,88,68,24.89,Beverages,0.24,High,pouch,paper,compost,14.57,0.03862495171881035,35.03,0.027754648903691368,47.4,47.466379600622496
Bamboo Fiber,57,24,93,70,11.28,Clothing,0.45,High,pouch,plastic,recycle,20.4,0.08143322475570033,39.95,0.02442002442002442,42.5,42.60585324917572
Cornstarch Polymer,67,15,42,62,30.34,Stationery,1.72,High,pouch,metal,reuse,9.62,0.03190810465858328,46.68,0.02097315436241611,36.4,36.452881259021
Paper Pulp Mold,74,26,73,100,11.85,Electronics,2.98,High,can,metal,recycle,26.66,0.07782101167315175,41.72,0.023408239700374533,49,49.101229251373525
Eco-Foam Starch,50,10,58,72,11.78,Beverages,2.09,Low,bottle,glass,reuse,13.39,0.0782472613458529,27.46,0.035137034434293744,38,38.11338429578014
Paper Pulp Mold,94,4,56,71,27.17,Clothing,1.3,Medium,can,plastic,reuse,29.08,0.03549875754348598,46.47,0.02106593638087213,52.4,52.456564693924356
Paper Pulp Mold,76,24,65,73,31.69,Electronics,0.7,Medium,can,metal,recycle,16.04,0.03059039461609055,46.36,0.021114864864864864,43.2,43.25170525948096
Biodegradable Foam,45,26,44,65,32.73,Stationery,1.99,Low,box,paper,recycle,12.87,0.029647198339756896,47.39,0.020665426741062202,27.499999999999996,27.550312625080814
Paper Pulp Mold,42,25,54,77,32.74,Healthcare,1.66,Low,can,plastic,reuse,22.92,0.02963841138114997,41.21,0.02369106846718787,31.299999999999997,31.353329479848334
Mushroom Packaging,69,27,69,67,33.51,Baby Products,0.8,Low,can,paper,compost,22.63,0.028977108084613158,47.81,0.02048760499897562,39.8,39.849464713083584
Eco-Foam Starch,57,21,71,83,26.42,Electronics,1.68,Medium,box,metal,recycle,22.75,0.03646973012399708,42.49,0.022993791676247412,41.6,41.65946352180025
Jute Fiber,94,12,89,99,30.35,Toys,0.63,High,pouch,plastic,reuse,20.5,0.03189792663476874,42.64,0.022914757103574702,62.199999999999996,62.25481268373834
Recycled Paper,57,28,34,44,28.53,Industrial Parts,0.29,Medium,pouch,glass,compost,31.2,0.033863867253640365,52.71,0.01861850679575498,24.300000000000004,24.352482374049398
Algae Bioplastic,73,24,36,61,14.72,Clothing,2.69,Medium,can,metal,reuse,13.25,0.06361323155216285,49.63,0.01975113569030219,34.099999999999994,34.183364367242454
Coconut Coir,45,19,73,69,10.01,Baby Products,1.93,Low,box,paper,recycle,26.81,0.09082652134423251,32.66,0.029708853238265005,36.2,36.3205353745825
Recycled PET Blend,75,18,94,94,23.84,Food,2.62,Low,pouch,plastic,reuse,11.96,0.040257648953301126,38.15,0.02554278416347382,54.699999999999996,54.76580043311677
Palm Leaf Material,75,9,90,71,6.69,Industrial Parts,0.81,Low,box,paper,reuse,28.26,0.13003901170351104,41.56,0.023496240601503758,52,52.15353525230501
Cassava Biopolymer,70,20,84,95,9.23,Food,0.86,Low,bottle,paper,reuse,21.76,0.09775171065493646,36.92,0.026371308016877634,50.8,50.924123018671814
Paper Pulp Mold,46,17,68,82,23.45,Healthcare,0.75,Medium,bottle,glass,recycle,27.8,0.0408997955010225,32.03,0.030275507114744173,38.699999999999996,38.77117530261576
Recycled Paper,40,16,73,48,25.59,Healthcare,1.28,High,bottle,glass,compost,24.46,0.037608123354644606,35.09,0.027708506511499028,31.400000000000002,31.465316629866145
Bamboo Fiber,88,28,56,41,30.69,Baby Products,0.55,Low,bottle,metal,compost,9.13,0.031555695803092455,61.54,0.01598976654940838,37.400000000000006,37.44754546235251
Algae Bioplastic,43,14,30,86,33.97,Cosmetics,1.58,Medium,can,glass,compost,18.31,0.028595939376608523,37.28,0.02612330198537095,31.899999999999995,31.954719241361975
Paper Pulp Mold,74,26,73,100,11.85,Electronics,2.98,High,bottle,glass,compost,13.73,0.07782101167315175,38.18,0.025523226135783564,49,49.10334423780893
Eco-Foam Starch,42,23,61,43,6.01,Food,0.81,Low,bottle,metal,recycle,27.47,0.14265335235378032,41.17,0.023713540431586435,26.5,26.666366892785366
Recycled HDPE,52,27,46,96,6.73,Toys,2.45,Low,box,metal,reuse,24,0.129366106080207,39.81,0.024503798088703746,35.9,36.053869904168906
Bamboo Fiber,94,29,97,44,32.82,Electronics,0.77,High,pouch,metal,compost,20.76,0.02956830277942046,61.94,0.01588814744200826,47.7,47.745456450221425
Wheat Straw Fiber,64,26,60,49,14.09,Beverages,0.97,Medium,box,metal,compost,17.94,0.06626905235255136,50.17,0.019542700801250732,33.2,33.28581175315381
PLA Bioplastic,95,20,39,51,21.56,Healthcare,2.18,Low,can,paper,recycle,22.12,0.044326241134751775,52.27,0.018772292096865026,40.5,40.56309853323162
Eco-Foam Starch,65,21,47,84,13.57,Healthcare,0.35,High,bottle,paper,reuse,15.21,0.06863417982155114,40.84,0.02390057361376673,39.400000000000006,39.49253475343532
Recycled HDPE,41,19,42,62,19.8,Stationery,2.54,High,pouch,metal,reuse,21.41,0.04807692307692307,35.82,0.027159152634437807,27.400000000000002,27.475236075711365
Recycled HDPE,93,22,92,46,7.7,Stationery,0.31,High,pouch,metal,compost,19.38,0.1149425287356322,58.43,0.016826518593303044,48.9,49.031769047328936
Bamboo Fiber,91,30,75,47,26.74,Food,0.99,Low,bottle,plastic,compost,15.92,0.036049026676279745,64.14,0.015351550506601166,42.699999999999996,42.75140057718288
Cornstarch Polymer,63,9,88,68,24.89,Beverages,0.24,High,bottle,plastic,reuse,23.48,0.03862495171881035,45.06,0.021710811984368215,47.4,47.46033576370318
Recycled Cardboard,40,5,76,50,28.84,Cosmetics,2.88,Low,can,plastic,recycle,29.43,0.03351206434316354,34.12,0.028473804100227793,35.7,35.761985868443396
Recycled Paper,52,22,99,91,19.71,Baby Products,2.41,High,can,glass,reuse,12.86,0.048285852245292124,36.35,0.02677376171352075,46.99999999999999,47.07505961395881
Recycled Paper,81,4,58,84,13.87,Home Decor,2.38,Low,bottle,paper,reuse,24.72,0.06724949562878278,36.47,0.02668801708033093,51.5,51.59393751270911
Palm Leaf Material,75,9,90,71,6.69,Industrial Parts,0.81,Low,bottle,paper,compost,15.96,0.13003901170351104,37.41,0.02603488674824265,52,52.15607389845175
Cornstarch Polymer,54,17,45,74,31.63,Food,2.2,Low,bottle,plastic,recycle,22.92,0.03064664419246093,39.08,0.0249500998003992,34.9,34.95559674399286
Coconut Coir,72,24,97,56,30.23,Stationery,0.6,Medium,bottle,plastic,recycle,16.91,0.03202049311559398,49.54,0.019786307874950535,45,45.05180680099055
Recycled PET Blend,88,15,47,51,28.77,Healthcare,1.3,High,pouch,paper,recycle,18.5,0.03359086328518643,52.08,0.018839487565938208,41.5,41.552430350851125
Algae Bioplastic,43,14,30,86,33.97,Cosmetics,1.58,Medium,can,glass,compost,19,0.028595939376608523,35.05,0.027739251040221916,31.899999999999995,31.956335190416826
Sugarcane Bagasse,93,8,90,96,9.47,Cosmetics,1.77,High,bottle,plastic,recycle,26.81,0.09551098376313276,35.63,0.0273000273000273,62.699999999999996,62.82281101106316
Areca Leaf Sheath,50,5,49,49,28.07,Beverages,2.21,Medium,bottle,metal,recycle,19.54,0.03439972480220158,38.93,0.02504382669671926,33.1,33.15944355149892
Eco-Foam Starch,40,30,76,94,6.31,Toys,2.26,High,pouch,plastic,compost,18.3,0.13679890560875513,37.78,0.025786487880350695,37,37.16258539348911
Recycled HDPE,80,8,34,43,18.19,Clothing,0.81,Low,box,paper,reuse,19.59,0.05211047420531526,45.86,0.021340162185232606,37,37.07345063639055
Coconut Coir,67,7,86,81,15,Electronics,1.02,Low,bottle,paper,recycle,29.48,0.0625,27.53,0.03505082369435682,51.4,51.497550823694354
Palm Leaf Material,67,25,72,91,9.37,Beverages,1.43,Medium,pouch,plastic,reuse,22.8,0.09643201542912247,38.51,0.02531004808909137,45.2,45.321742063518215
Palm Leaf Material,76,25,91,81,20.52,Electronics,0.52,High,pouch,plastic,recycle,16.95,0.04646840148698885,50.04,0.019592476489028215,49.7,49.766060877976024
Coconut Coir,72,24,97,56,30.23,Stationery,0.6,Medium,box,metal,reuse,27.49,0.03202049311559398,50.35,0.01947419668938656,45,45.05149468980498
Sugarcane Bagasse,58,7,97,94,15.87,Home Decor,2.73,Medium,can,metal,reuse,20.9,0.05927682276229995,25.69,0.03746721618583739,53.49999999999999,53.59674403894813
Sugarcane Bagasse,42,30,59,100,16.12,Cosmetics,0.42,High,can,glass,compost,15.69,0.05841121495327103,32.7,0.029673590504451036,35.4,35.488084805457724
Recycled Paper,48,25,89,56,30.39,Industrial Parts,0.73,High,can,glass,compost,21.97,0.03185727938834024,46.26,0.021159542953872196,35.900000000000006,35.95301682234222
Bamboo Fiber,57,24,93,70,11.28,Clothing,0.45,High,bottle,metal,recycle,19.25,0.08143322475570033,42.87,0.022794620469569184,42.5,42.60422784522527
Recycled HDPE,46,20,49,68,19.31,Healthcare,2.03,Medium,can,glass,recycle,3.09,0.049236829148202856,36.41,0.026730820636193534,31.200000000000003,31.2759676497844
Eco-Foam Starch,50,19,74,42,13.29,Toys,2.08,Medium,bottle,glass,compost,21.65,0.06997900629811057,41.33,0.023623907394283016,32.5,32.59360291369239
Algae Bioplastic,71,21,93,48,17.89,Stationery,2.92,Low,bottle,plastic,recycle,14.62,0.05293806246691371,47.81,0.02048760499897562,43.20000000000001,43.2734256674659
Paper Pulp Mold,42,25,54,77,32.74,Healthcare,1.66,Low,pouch,metal,recycle,13.64,0.02963841138114997,35.21,0.027616680475006903,31.299999999999997,31.357255091856153
Algae Bioplastic,67,19,89,49,29.02,Toys,1.45,Low,can,plastic,compost,10.28,0.033311125916055964,52.55,0.018674136321195144,42,42.05198526223725
Mushroom Packaging,80,22,96,90,30.53,Industrial Parts,1.18,Medium,can,plastic,reuse,20.64,0.03171582619727244,44.09,0.022177866489243733,54.6,54.653893692686516
Eco-Foam Starch,42,23,61,43,6.01,Food,0.81,Low,can,glass,recycle,19.26,0.14265335235378032,44.75,0.02185792349726776,26.5,26.664511275851048
Eco-Foam Starch,51,4,100,97,33.31,Industrial Parts,1.26,High,bottle,plastic,compost,24.75,0.029146021568055958,30.79,0.031456432840515886,53.5,53.56060245440857
Jute Fiber,62,29,33,47,25.65,Baby Products,2.66,Medium,bottle,paper,recycle,16.01,0.0375234521575985,54.26,0.018096272167933407,25.900000000000002,25.955619724325533
Biodegradable Foam,66,12,46,61,19.55,Home Decor,2.51,High,can,glass,recycle,17.59,0.048661800486618,39.26,0.024838549428713365,37.6,37.67350034991534
Hemp Fiber,68,18,46,68,25.2,Stationery,1.69,Low,bottle,paper,compost,29.9,0.03816793893129771,44.53,0.021963540522732264,37.800000000000004,37.86013147945403
Jute Fiber,69,9,92,97,24.16,Beverages,0.95,High,bottle,glass,compost,10.13,0.0397456279809221,33.14,0.029291154071470416,55.8,55.86903678205239
Areca Leaf Sheath,58,28,88,89,23.78,Cosmetics,2.12,Low,box,plastic,recycle,26.08,0.04035512510088781,38.27,0.025464731347084286,44.4,44.46581985644797
Paper Pulp Mold,49,20,94,76,22.51,Healthcare,0.8,Low,box,glass,recycle,16.1,0.042535091450446615,37.72,0.025826446280991736,42.7,42.768361537731444
Areca Leaf Sheath,41,5,33,47,15.06,Toys,0.98,Medium,can,paper,reuse,35.57,0.062266500622665,28.37,0.034048348655090224,26.799999999999997,26.896314849277754
Paper Pulp Mold,74,26,73,100,11.85,Electronics,2.98,High,can,glass,reuse,23.61,0.07782101167315175,44.95,0.021762785636561477,49,49.09958379730971
Palm Leaf Material,43,16,67,92,25.47,Baby Products,0.52,Medium,box,paper,compost,16.86,0.037778617302606725,28.65,0.03372681281618887,39.900000000000006,39.9715054301188
Eco-Foam Starch,89,5,50,64,12.43,Industrial Parts,0.57,Low,bottle,metal,recycle,13.03,0.07446016381236038,43.25,0.022598870056497175,48,48.09705903386886
Biodegradable Foam,82,9,88,64,25.93,Home Decor,2.99,Medium,bottle,plastic,compost,22.05,0.03713330857779428,44.74,0.021862702229995628,52.3,52.358996010807786
Sugarcane Bagasse,47,22,77,87,29.73,Home Decor,2.15,High,pouch,paper,compost,10.45,0.03254149040026033,34.9,0.02785515320334262,40.300000000000004,40.36039664360361
PLA Bioplastic,65,23,54,79,16.26,Baby Products,0.24,Medium,can,metal,recycle,23.44,0.057937427578215524,43.59,0.022426553038797935,39.2,39.28036398061702
Paper Pulp Mold,81,29,46,41,30.18,Healthcare,1.85,Low,can,plastic,reuse,13.03,0.03207184092366902,57.19,0.017185083347654236,33,33.049256924271326
Biodegradable Foam,50,4,31,73,10.12,Healthcare,1.47,High,can,metal,compost,15.15,0.08992805755395684,31.03,0.031220730565095223,34.599999999999994,34.721148788119045
Palm Leaf Material,53,16,35,99,28.47,Clothing,2.11,Low,pouch,paper,compost,5.99,0.0339328130302002,27.91,0.03459010722933241,37.900000000000006,37.96852292025954
Palm Leaf Material,71,10,58,89,22.8,Beverages,1.45,Low,pouch,plastic,recycle,20.65,0.04201680672268907,36.16,0.026910656620021532,47.7,47.76892746334272
Hemp Fiber,53,23,77,67,17.21,Stationery,1.66,Low,bottle,metal,reuse,21.4,0.05491488193300384,46.54,0.02103491796381994,37.8,37.875949799896816
